code,name,outstanding,p_change_range0,p_change_range1,normalizing_std,stop_mark
600507,方大特钢,13.26,-1.11,5.287,0.016,
000050,深天马Ａ,14.01,-0.17,5.285,0.031,
002853,皮阿诺,0.58,1.3,5.284,0.028,
002128,露天煤业,16.34,-0.24,5.283,0.012,
600585,海螺水泥,40.0,-2.73,5.257,0.033,
000968,蓝焰控股,5.14,1.87,5.246,0.032,
600967,内蒙一机,9.6,-0.48,5.246,0.025,
000883,湖北能源,53.46,0.53,5.21,0.02,
300209,天泽信息,2.64,-0.33,5.189,0.036,
601311,骆驼股份,8.48,1.37,5.181,0.025,
600009,上海机场,10.93,1.43,5.181,0.044,
300056,三维丝,2.37,0.18,5.132,0.028,
002486,嘉麟杰,8.19,0.0,5.125,0.03,
600572,康恩贝,25.04,0.31,5.095,0.014,
601011,宝泰隆,15.99,-1.23,5.069,0.022,
002601,龙蟒佰利,7.06,-0.22,5.061,0.026,
600548,深高速,14.33,-0.83,5.021,0.023,
002578,闽发铝业,5.63,-0.56,4.961,0.025,
600305,恒顺醋业,7.84,-0.8,4.959,0.035,
300191,潜能恒信,2.07,-0.35,4.952,0.02,
000568,泸州老窖,14.6,-0.37,4.928,0.036,
600823,世茂股份,37.51,2.4,4.916,0.017,
000878,云南铜业,14.16,0.11,4.89,0.018,
000506,中润资源,9.29,0.28,4.884,0.031,
600593,大连圣亚,1.29,0.0,4.879,0.017,
000768,中航飞机,27.69,-1.09,4.877,0.02,
002172,澳洋健康,6.94,1.24,4.868,0.03,
600486,扬农化工,3.1,-0.82,4.85,0.053,
000525,红 太 阳,5.07,0.4,4.843,0.02,
600311,荣华实业,6.66,3.38,4.839,0.035,
600048,保利地产,117.7,1.8,4.838,0.02,
600239,云南城投,16.06,3.57,4.835,0.018,
600869,智慧能源,21.78,0.66,4.828,0.016,
000584,哈工智能,6.11,-0.41,4.799,0.03,
300121,阳谷华泰,3.57,0.49,4.794,0.02,
600970,中材国际,16.83,-0.17,4.789,0.02,
002382,蓝帆医疗,4.86,-0.73,4.785,0.04,
000726,鲁 泰Ａ,5.61,0.71,4.768,0.018,
600030,中信证券,98.15,1.61,4.746,0.018,
002212,南洋股份,6.42,0.47,4.742,0.023,
002368,太极股份,4.0,1.53,4.685,0.021,
002225,濮耐股份,7.07,-0.39,4.675,0.025,
000766,通化金马,5.73,-0.98,4.675,0.033,
600309,万华化学,27.34,0.2,4.671,0.04,
002911,佛燃股份,0.56,-1.63,4.667,0.023,
000552,靖远煤电,15.57,-0.34,4.664,0.027,
600500,中化国际,20.83,0.56,4.649,0.015,
000778,新兴铸管,39.21,0.42,4.639,0.014,
600828,茂业商业,6.49,0.58,4.634,0.016,
000002,万 科Ａ,97.15,2.17,4.618,0.02,
002182,云海金属,4.51,-0.42,4.573,0.02,
600795,国电电力,196.5,0.4,4.569,0.014,
600350,山东高速,48.11,1.33,4.565,0.025,
600596,新安股份,6.87,-0.55,4.564,0.027,
002237,恒邦股份,8.52,0.61,4.556,0.021,
600897,厦门空港,2.98,0.24,4.552,0.017,
600578,京能电力,53.35,0.31,4.542,0.014,
000930,中粮生化,9.64,0.12,4.541,0.02,
600089,特变电工,37.14,-0.14,4.531,0.017,
600536,中国软件,4.95,4.04,4.527,0.028,
002627,宜昌交运,2.77,1.45,4.497,0.023,
002871,伟隆股份,0.29,4.21,4.488,0.024,
002294,信立泰,10.46,0.04,4.467,0.033,
600684,珠江实业,8.53,1.67,4.417,0.033,
000683,远兴能源,28.33,0.0,4.416,0.019,
601069,西部黄金,6.36,0.81,4.412,0.022,
000333,美的集团,64.8,2.36,4.407,0.046,
600179,安通控股,6.74,1.95,4.382,0.029,
600377,宁沪高速,37.98,-0.21,4.375,0.015,
600746,江苏索普,3.05,-0.95,4.35,0.019,
002537,海联金汇,12.08,-0.56,4.308,0.018,
000635,英 力 特,3.03,0.33,4.287,0.03,
600722,金牛化工,6.8,0.59,4.281,0.026,
000038,深大通,1.8,-0.08,4.271,0.02,
002399,海普瑞,12.47,-0.68,4.183,0.024,
600871,*ST油服,120.43,0.5,4.154,0.019,
002735,王子新材,0.43,-1.92,4.152,0.026,
600126,杭钢股份,12.05,0.85,4.15,0.022,
600022,山东钢铁,109.47,-1.12,4.145,0.019,
600531,豫光金铅,10.9,0.25,4.138,0.027,
000662,天夏智慧,3.74,3.57,4.136,0.044,
002931,锋龙股份,0.22,-2.46,4.106,0.046,
600038,中直股份,5.89,1.56,4.104,0.02,
600201,生物股份,11.37,-0.05,4.093,0.019,
002661,克明面业,3.27,-0.74,4.04,0.022,
002768,国恩股份,2.4,-0.15,4.04,0.016,
000672,上峰水泥,8.14,-0.74,4.023,0.019,
600988,赤峰黄金,14.26,0.23,3.999,0.028,
600516,方大炭素,17.19,-0.15,3.997,0.018,
600887,伊利股份,60.33,0.72,3.988,0.036,
600793,宜宾纸业,1.05,-0.17,3.976,0.023,
002387,维信诺,4.69,2.21,3.923,0.033,
601212,白银有色,19.65,0.87,3.876,0.018,
600971,恒源煤电,10.0,-0.92,3.855,0.02,
600777,新潮能源,23.77,-1.61,3.834,0.027,
002745,木林森,5.2,2.71,3.833,0.032,
600231,凌钢股份,17.69,0.92,3.787,0.019,
002865,钧达股份,0.38,0.0,3.77,0.017,
601168,西部矿业,23.83,0.16,3.741,0.014,
000418,小天鹅Ａ,4.39,0.92,3.731,0.046,
300227,光韵达,1.52,-1.6,3.69,0.018,
002229,鸿博股份,4.12,-0.52,3.678,0.034,
002039,黔源电力,3.05,-0.23,3.674,0.015,
600362,江西铜业,20.75,-0.15,3.629,0.015,
601390,中国中铁,186.36,0.41,3.626,0.02,
600774,汉商集团,2.27,-1.75,3.623,0.015,
600219,南山铝业,97.87,0.0,3.597,0.037,
002639,雪人股份,5.16,1.05,3.578,0.019,
002302,西部建设,10.32,0.08,3.567,0.02,
002448,中原内配,4.62,0.0,3.538,0.014,
002412,汉森制药,2.88,-0.47,3.524,0.016,
000629,攀钢钒钛,47.67,-0.78,3.519,0.031,
601116,三江购物,4.11,1.79,3.487,0.029,
600965,福成股份,8.19,-0.19,3.486,0.007,
000008,神州高铁,25.43,-1.18,3.483,0.026,
600619,海立股份,5.82,1.36,3.476,0.02,
600031,三一重工,77.56,-0.97,3.443,0.022,
002493,荣盛石化,51.26,-0.47,3.431,0.017,
601633,长城汽车,60.28,-0.78,3.415,0.025,
002680,*ST长生,4.04,5.07,3.405,0.093,
001965,招商公路,5.55,-1.27,3.389,0.016,
000630,铜陵有色,95.61,-0.47,3.378,0.016,
002248,华东数控,2.97,1.02,3.373,0.022,
600340,华夏幸福,29.55,-0.21,3.368,0.017,
300207,欣旺达,11.31,0.12,3.367,0.023,
000967,盈峰环境,10.93,0.0,3.359,0.042,
002910,庄园牧场,0.74,-0.87,3.34,0.028,
002716,金贵银业,5.42,-0.41,3.266,0.036,
600125,铁龙物流,13.06,0.13,3.264,0.021,
000830,鲁西化工,14.64,0.0,3.262,0.029,
600338,西藏珠峰,6.53,0.51,3.244,0.016,
000708,大冶特钢,4.49,0.21,3.238,0.015,
600007,中国国贸,10.07,0.34,3.225,0.015,
601600,中国铝业,109.6,-0.26,3.223,0.015,
600348,阳泉煤业,24.05,-0.34,3.219,0.017,
002737,葵花药业,5.17,-1.39,3.192,0.026,
600985,淮北矿业,2.63,0.8,3.167,0.025,
002308,威创股份,9.02,-10.05,3.107,0.051,
600997,开滦股份,12.35,-0.63,3.105,0.023,
600660,福耀玻璃,20.03,-0.04,3.097,0.029,
000953,ST河化,2.94,0.0,3.097,0.045,
002204,大连重工,19.31,0.0,3.051,0.013,
002419,天虹股份,12.0,1.76,3.048,0.018,
002242,九阳股份,7.62,-0.61,3.037,0.02,
002863,今飞凯达,1.86,-0.8,3.036,0.023,
002827,高争民爆,0.63,1.14,3.033,0.026,
600733,北汽蓝谷,3.97,2.22,3.031,0.028,
002373,千方科技,8.39,0.08,3.029,0.019,
000035,中国天楹,12.81,0.42,3.027,0.02,
600246,万通地产,12.17,0.53,3.008,0.015,
600642,申能股份,45.52,0.39,2.993,0.012,
601127,小康股份,2.16,1.51,2.99,0.014,
600822,上海物贸,3.96,5.38,2.957,0.036,
600050,中国联通,211.97,-0.71,2.939,0.013,
002179,中航光电,7.82,-0.37,2.938,0.025,
002025,航天电器,4.29,-0.91,2.927,0.022,
600267,海正药业,9.66,-0.17,2.874,0.027,
600990,四创电子,1.37,-0.21,2.865,0.047,
600582,天地科技,41.39,-0.25,2.862,0.023,
002215,诺 普 信,7.25,1.55,2.859,0.023,
600623,华谊集团,18.74,-0.11,2.833,0.019,
300102,乾照光电,7.05,0.16,2.832,0.026,
601339,百隆东方,15.0,0.39,2.759,0.013,
002083,孚日股份,8.65,0.38,2.723,0.013,
600546,山煤国际,19.82,0.8,2.72,0.022,
002838,道恩股份,0.75,-0.78,2.718,0.026,
002233,塔牌集团,11.62,0.83,2.712,0.026,
002152,广电运通,19.79,-0.33,2.69,0.03,
601018,宁波港,128.0,0.26,2.642,0.014,
600478,科力远,13.91,-0.46,2.601,0.03,
000065,北方国际,6.29,-0.23,2.599,0.018,
000593,大通燃气,2.8,-2.67,2.583,0.041,
601128,常熟银行,9.97,4.18,2.582,0.019,
600429,三元股份,8.85,0.19,2.577,0.013,
600597,光明乳业,12.24,0.85,2.565,0.03,
601577,长沙银行,3.42,1.68,2.54,0.025,
601233,桐昆股份,16.87,0.72,2.527,0.026,
600518,康美药业,44.03,-0.73,2.49,0.013,
600581,八一钢铁,15.33,-0.67,2.334,0.027,
600919,江苏银行,60.08,0.92,2.328,0.01,
600406,国电南瑞,22.06,-0.22,2.289,0.015,
600233,圆通速递,7.83,2.64,2.277,0.021,
000789,万年青,6.13,-1.25,2.276,0.021,
300149,量子生物,4.05,0.68,2.26,0.023,
300015,爱尔眼科,18.36,-0.88,2.253,0.027,
600699,均胜电子,9.49,0.18,2.237,0.018,
600801,华新水泥,9.73,-2.12,2.217,0.021,
002160,常铝股份,6.02,0.24,2.19,0.027,
600395,盘江股份,16.55,0.18,2.175,0.012,
000031,中粮地产,18.14,2.52,2.12,0.021,
600674,川投能源,44.02,0.24,2.113,0.013,
600310,桂东电力,8.28,1.83,2.09,0.024,
600085,同仁堂,13.71,0.07,2.074,0.023,
600185,格力地产,20.6,1.01,2.033,0.016,
002646,青青稞酒,4.5,-0.26,1.999,0.011,
002262,恩华药业,8.84,-1.97,1.955,0.048,
300087,荃银高科,3.52,5.01,1.904,0.017,
600693,东百集团,8.97,-0.37,1.89,0.014,
600882,广泽股份,4.03,-0.13,1.838,0.008,
002319,乐通股份,2.0,0.07,1.804,0.017,
000022,深赤湾Ａ,4.65,0.63,1.803,0.014,
600256,广汇能源,67.37,-0.87,1.792,0.022,
601606,长城军工,1.48,-2.28,1.76,0.034,
600132,重庆啤酒,4.84,-1.45,1.758,0.029,
000429,粤高速Ａ,4.69,0.0,1.745,0.021,
600487,亨通光电,18.6,1.02,1.725,0.045,
002683,宏大爆破,5.98,0.21,1.71,0.027,
600180,瑞茂通,10.16,1.1,1.708,0.024,
002860,星帅尔,0.47,-0.95,1.695,0.02,
601366,利群股份,4.75,0.41,1.668,0.017,
002085,万丰奥威,21.14,-0.75,1.667,0.015,
002717,岭南股份,5.31,-0.51,1.654,0.029,
600389,江山股份,2.97,0.74,1.643,0.014,
002644,佛慈制药,5.11,-0.67,1.606,0.013,
002830,名雕股份,0.4,-0.5,1.568,0.016,
000517,荣安地产,30.36,0.77,1.553,0.035,
600123,兰花科创,11.42,-0.54,1.541,0.012,
000937,冀中能源,29.07,0.24,1.505,0.014,
600760,中航沈飞,3.45,-1.15,1.495,0.024,
300180,华峰超纤,6.84,3.53,1.491,0.013,
001979,招商蛇口,19.0,0.21,1.486,0.019,
600121,郑州煤电,10.15,-0.59,1.478,0.028,
600242,中昌数据,3.04,-0.38,1.474,0.005,
002064,华峰氨纶,15.34,1.22,1.472,0.019,
002766,索菱股份,2.49,1.59,1.455,0.035,
000528,柳 工,14.63,-0.56,1.411,0.022,
000825,太钢不锈,56.96,-0.4,1.407,0.014,
000650,仁和药业,12.38,-2.42,1.406,0.023,
600673,东阳光科,24.59,0.0,1.39,0.016,
002752,昇兴股份,1.7,0.0,1.361,0.009,
600508,上海能源,7.23,0.0,1.326,0.011,
000761,本钢板材,27.36,0.51,1.293,0.015,
002007,华兰生物,8.03,-2.52,1.197,0.039,
000545,金浦钛业,9.59,-1.01,1.172,0.038,
300088,长信科技,22.62,0.0,1.165,0.034,
600403,大有能源,23.91,0.0,1.031,0.021,
002047,宝鹰股份,12.58,0.32,0.97,0.007,
600792,云煤能源,9.9,-0.32,0.966,0.026,
601618,中国中冶,178.53,-0.31,0.943,0.011,
002232,启明信息,4.04,0.13,0.914,0.023,
601117,中国化学,49.33,-0.17,0.874,0.013,
600702,舍得酒业,3.37,-0.98,0.832,0.037,
002198,嘉应制药,4.65,1.25,0.782,0.02,
600740,山西焦化,6.57,-0.1,0.742,0.019,
600779,水井坊,4.89,0.49,0.72,0.039,
600448,华纺股份,4.22,-1.6,0.694,0.02,
002585,双星新材,8.52,1.21,0.679,0.021,
000852,石化机械,5.98,-0.33,0.668,0.05,
000401,冀东水泥,13.47,0.0,0.668,0.019,
600409,三友化工,20.37,1.25,0.639,0.024,
600325,华发股份,19.14,0.79,0.631,0.013,
002488,金固股份,7.68,0.61,0.614,0.017,
000898,鞍钢股份,61.49,-0.68,0.505,0.009,
600810,神马股份,4.42,-1.01,0.473,0.021,
000056,皇庭国际,9.04,-0.81,0.47,0.025,
601628,中国人寿,208.24,-0.26,0.454,0.017,
600436,片仔癀,6.03,-0.21,0.403,0.035,
002370,亚太药业,4.07,0.81,0.38,0.021,
601169,北京银行,182.48,0.66,0.318,0.009,
000709,河钢股份,106.17,0.0,0.314,0.013,
601238,广汽集团,60.76,0.65,0.273,0.021,
600196,复星医药,19.1,-2.58,0.246,0.042,
000010,美丽生态,5.22,-0.9,0.22,0.011,
002808,恒久科技,0.88,1.97,0.218,0.025,
000507,珠海港,7.72,0.27,0.154,0.012,
002456,欧菲科技,26.71,2.14,0.14,0.028,
000504,南华生物,3.11,-0.72,0.126,0.013,
002938,鹏鼎控股,2.31,-0.41,0.098,0.03,
002120,韵达股份,2.35,0.32,0.05,0.028,
601318,中国平安,108.33,0.72,0.039,0.023,
600926,杭州银行,20.82,0.89,0.006,0.012,
000963,华东医药,13.02,-3.74,-0.091,0.045,
600803,新奥股份,12.29,-1.74,-0.114,0.035,
002193,如意集团,2.3,-2.74,-0.151,0.027,
002936,郑州银行,6.0,1.06,-0.174,0.021,
600583,海油工程,44.21,-0.18,-0.175,0.026,
600056,中国医药,10.12,0.53,-0.177,0.027,
600117,西宁特钢,7.41,0.0,-0.242,0.016,
002867,周大生,1.63,0.0,-0.281,0.017,
002563,森马服饰,18.39,0.84,-0.323,0.053,
000869,张 裕Ａ,4.53,0.75,-0.325,0.018,
002659,凯文教育,3.11,-0.35,-0.364,0.015,
600317,营口港,64.73,0.74,-0.367,0.015,
601166,兴业银行,190.52,-0.06,-0.373,0.013,
601001,大同煤业,16.74,0.41,-0.394,0.012,
600789,鲁抗医药,5.82,-0.21,-0.419,0.021,
002304,洋河股份,12.44,0.54,-0.433,0.044,
300125,易世达,1.73,0.69,-0.439,0.014,
300176,鸿特科技,3.73,-0.9,-0.451,0.007,
601006,大秦铁路,148.67,-0.5,-0.481,0.009,
600569,安阳钢铁,23.94,-0.83,-0.538,0.017,
000651,格力电器,59.7,0.0,-0.698,0.025,
600764,中国海防,3.3,2.98,-0.796,0.017,
601328,交通银行,392.51,0.17,-0.852,0.011,
002468,申通快递,3.32,0.98,-0.87,0.025,
002010,传化智联,4.13,7.63,-0.907,0.036,
002506,协鑫集成,25.24,0.79,-0.963,0.01,
300133,华策影视,12.07,-2.37,-0.978,0.022,
600761,安徽合力,7.4,1.05,-1.027,0.014,
600183,生益科技,21.17,0.84,-1.031,0.02,
600023,浙能电力,136.01,-0.21,-1.035,0.009,
002013,中航机电,31.43,-1.09,-1.099,0.024,
600000,浦发银行,281.04,0.28,-1.113,0.013,
000703,恒逸石化,22.74,1.56,-1.13,0.037,
002602,世纪华通,12.77,2.86,-1.248,0.249,
002536,西泵股份,3.14,0.0,-1.276,0.016,
002142,宁波银行,46.31,0.65,-1.332,0.023,
600015,华夏银行,128.23,0.25,-1.362,0.01,
002478,常宝股份,5.94,0.54,-1.41,0.023,
300240,飞力达,3.65,2.75,-1.456,0.028,
600612,老凤祥,3.17,-0.14,-1.503,0.011,
002701,奥瑞金,23.53,-0.76,-1.519,0.013,
000338,潍柴动力,43.1,1.33,-1.545,0.009,
600016,民生银行,354.62,0.16,-1.607,0.013,
000983,西山煤电,31.51,-0.15,-1.659,0.013,
600998,九州通,16.6,0.0,-1.666,0.012,
000959,首钢股份,29.67,0.0,-1.69,0.015,
600116,三峡水利,9.93,0.25,-1.695,0.018,
600019,宝钢股份,221.01,-0.4,-1.722,0.012,
600282,南钢股份,43.35,-0.77,-1.782,0.013,
000040,东旭蓝天,10.6,0.1,-1.874,0.012,
002016,世荣兆业,6.87,1.19,-2.005,0.028,
000636,风华高科,8.75,1.8,-2.079,0.033,
600545,卓郎智能,6.76,-0.4,-2.331,0.01,
300107,建新股份,3.31,-0.09,-2.363,0.017,
000799,酒鬼酒,3.25,-0.44,-2.401,0.026,
000889,茂业通信,6.22,-0.25,-2.612,0.013,
002656,摩登大道,4.72,3.35,-2.749,0.052,
601336,新华保险,20.85,0.36,-2.763,0.022,
600892,大晟文化,2.52,3.55,-2.813,0.027,
002459,天业通联,3.87,1.9,-2.896,0.098,
002024,苏宁易购,58.47,-0.26,-2.923,0.016,
002254,泰和新材,6.11,0.65,-2.955,0.011,
601229,上海银行,51.96,-0.09,-2.982,0.02,
601088,中国神华,164.91,-0.1,-2.988,0.018,
002258,利尔化学,5.23,-1.45,-3.047,0.032,
300164,通源石油,3.17,-0.26,-3.049,0.034,
600559,老白干酒,4.9,1.3,-3.066,0.025,
002923,润都股份,0.3,-2.27,-3.066,0.038,
600547,山东黄金,14.52,0.5,-3.224,0.026,
000736,中交地产,4.46,1.12,-3.324,0.019,
600066,宇通客车,22.14,1.19,-3.33,0.035,
600028,中国石化,955.58,0.83,-3.367,0.019,
002445,ST中南,12.99,4.88,-3.368,0.058,
601015,陕西黑猫,11.22,-0.16,-3.517,0.01,
600339,中油工程,15.52,-1.1,-3.633,0.028,
002857,三晖电气,0.49,3.12,-3.696,0.03,
600036,招商银行,206.29,0.39,-3.743,0.026,
600566,济川药业,8.15,-3.06,-3.749,0.035,
000780,平庄能源,10.14,-0.57,-3.844,0.015,
600809,山西汾酒,8.66,0.54,-3.877,0.026,
600236,桂冠电力,36.04,-0.75,-3.965,0.012,
600197,伊力特,4.41,-0.52,-4.006,0.028,
600278,东方创业,5.22,10.0,-4.025,0.038,
600004,白云机场,20.69,0.88,-4.145,0.021,
600299,安迪苏,26.82,-1.82,-4.224,0.02,
000688,国城矿业,11.37,-1.15,-4.281,0.013,
002475,立讯精密,41.1,2.48,-4.602,0.037,
601101,昊华能源,12.0,-0.29,-4.67,0.014,
600808,马钢股份,59.68,-1.46,-4.681,0.013,
002369,卓翼科技,4.2,5.98,-4.684,0.065,
600426,华鲁恒升,16.15,-0.78,-4.697,0.037,
000932,华菱钢铁,30.15,-0.27,-4.72,0.024,
002773,康弘药业,4.75,2.97,-4.87,0.024,
601009,南京银行,84.82,0.14,-4.921,0.018,
002377,国创高新,4.86,0.0,-4.965,0.021,
600741,华域汽车,28.67,0.11,-5.028,0.011,
600104,上汽集团,115.03,-2.13,-5.03,0.016,
000001,平安银行,171.7,-0.09,-5.09,0.017,
002647,仁东控股,5.6,0.79,-5.177,0.025,
000860,顺鑫农业,5.71,-0.8,-5.585,0.026,
600688,上海石化,73.29,0.19,-5.76,0.008,
600681,百川能源,3.27,-1.84,-6.126,0.021,
601398,工商银行,2696.12,-0.19,-6.148,0.021,
002352,顺丰控股,11.98,0.45,-6.416,0.014,
000717,韶钢松山,24.2,-1.04,-6.565,0.025,
000858,五 粮 液,37.96,0.14,-6.684,0.028,
002353,杰瑞股份,6.73,-0.58,-6.714,0.049,
600026,中远海能,27.36,-0.61,-6.906,0.034,
601118,海南橡胶,39.31,0.0,-7.164,0.082,
000042,中洲控股,4.85,-0.24,-7.191,0.019,
300013,新宁物流,2.73,1.07,-7.577,0.036,
600188,兖州煤业,29.6,-0.29,-7.797,0.013,
601288,农业银行,2940.55,-0.28,-7.906,0.027,
600782,新钢股份,31.89,-0.72,-7.991,0.035,
601601,中国太保,62.87,0.18,-8.016,0.026,
600298,安琪酵母,8.24,1.42,-8.066,0.025,
600519,贵州茅台,12.56,0.07,-8.193,0.028,
601225,陕西煤业,100.0,-1.23,-8.214,0.02,
601003,柳钢股份,25.63,-1.33,-8.277,0.028,
000596,古井贡酒,3.84,-0.37,-8.308,0.024,
600273,嘉化能源,14.14,-0.11,-8.733,0.04,
600900,长江电力,115.06,0.07,-8.783,0.029,
002110,三钢闽光,9.91,-1.19,-8.863,0.028,
002442,龙星化工,4.8,1.84,-9.005,0.025,
002027,分众传媒,69.65,0.81,-9.596,0.042,
600398,海澜之家,44.93,1.47,-9.896,0.022,
000893,*ST东凌,4.01,0.44,-11.075,0.051,
002075,沙钢股份,22.07,-10.01,-12.177,0.035,
000666,经纬纺机,4.74,4.8,-15.906,0.091,
600408,*ST安泰,10.07,0.0,-16.435,0.031,
300041,回天新材,3.26,0.79,-17.638,0.101,
300108,吉药控股,4.45,-0.32,-19.641,0.031,
600226,瀚叶股份,19.93,4.17,-26.361,0.272,
002485,希努尔,5.44,-9.35,-27.886,0.292,
300237,美晨生态,11.67,0.42,-30.028,0.138,
002408,齐翔腾达,17.44,-9.75,-33.29,0.119,
002739,万达电影,17.1,-0.59,-34.518,0.39,
600122,宏图高科,11.58,-0.2,-37.352,0.218,
002617,露笑科技,10.47,-1.64,-40.244,0.289,
002450,康得新,28.93,-3.15,-42.823,0.172,
002665,首航节能,22.56,-1.38,-44.553,0.257,
002668,奥马电器,6.54,-1.33,-46.643,0.419,
600086,东方金钰,10.57,-1.57,-53.872,0.32,
002147,新光圆成,5.37,-2.03,-56.599,0.33,
603738,泰晶科技,0.59,,,,
603569,长久物流,0.8,,,,
603501,韦尔股份,1.37,,,,
603519,立霸股份,2.22,,,,
603180,金牌厨柜,0.18,,,,
603877,太平鸟,1.99,,,,
603220,贝通信,0.84,,,,
603165,荣晟环保,0.44,,,,
603101,汇嘉时代,0.72,,,,
603648,畅联股份,2.73,,,,
603106,恒银金融,1.3,,,,
601878,浙商证券,12.09,,,,
603305,旭升股份,0.63,,,,
603566,普莱柯,3.21,,,,
603598,引力传媒,2.68,,,,
603639,海利尔,0.54,,,,
603690,至纯科技,0.92,,,,
603986,兆易创新,2.07,,,,
603699,纽威股份,7.5,,,,
603959,百利科技,1.49,,,,
603496,恒为科技,0.76,,,,
603017,中衡设计,2.75,,,,
603208,江山欧派,0.31,,,,
603329,上海雅仕,0.33,,,,
601999,出版传媒,5.51,,,,
603309,维力医疗,2.0,,,,
603128,华贸物流,9.55,,,,
603900,莱绅通灵,0.85,,,,
603042,华脉科技,1.01,,,,
603023,威帝股份,3.6,,,,
603679,华体科技,0.35,,,,
603636,南威软件,5.23,,,,
603808,歌力思,3.3,,,,
603197,保隆科技,0.98,,,,
603015,弘讯科技,4.02,,,,
603660,苏州科达,2.38,,,,
603218,日月股份,0.99,,,,
603707,健友股份,2.85,,,,
603300,华铁科技,4.05,,,,
603839,安正时尚,1.06,,,,
601801,皖新传媒,19.89,,,,
603776,永安行,0.86,,,,
603817,海峡环保,1.8,,,,
603111,康尼机电,7.38,,,,
603886,元祖股份,1.21,,,,
603179,新泉股份,0.95,,,,
603365,水星家纺,0.67,,,,
603458,勘设股份,0.85,,,,
603556,海兴电力,1.68,,,,
603777,来伊份,1.09,,,,
603833,欧派家居,0.92,,,,
603009,北特科技,3.21,,,,
603103,横店影视,0.53,,,,
603855,华荣股份,2.02,,,,
603301,振德医疗,0.25,,,,
603801,志邦家居,0.83,,,,
603803,瑞斯康达,2.2,,,,
601788,光大证券,39.07,,,,
603898,好莱客,1.09,,,,
603987,康德莱,2.66,,,,
603871,嘉友国际,0.28,,,,
603595,东尼电子,0.49,,,,
603518,维格娜丝,1.49,,,,
603688,石英股份,3.37,,,,
603055,台华新材,1.01,,,,
603003,龙宇燃油,4.41,,,,
603848,好太太,0.41,,,,
603160,汇顶科技,2.32,,,,
603058,永吉股份,2.28,,,,
603559,中通国脉,0.79,,,,
603666,亿嘉和,0.25,,,,
603698,航天工程,4.12,,,,
601811,新华文轩,1.99,,,,
603711,香飘飘,0.4,,,,
601901,方正证券,82.32,,,,
603813,原尚股份,0.47,,,,
601677,明泰铝业,4.98,,,,
603366,日出东方,8.0,,,,
603313,梦百合,0.82,,,,
603737,三棵树,0.43,,,,
601881,中国银河,12.29,,,,
601949,中国出版,4.01,,,,
603779,威龙股份,1.03,,,,
603618,杭电股份,6.87,,,,
603966,法兰泰克,0.93,,,,
603612,索通发展,1.79,,,,
603033,三维股份,0.55,,,,
603713,密尔克卫,0.38,,,,
603269,海鸥股份,0.37,,,,
601668,中国建筑,416.24,,,,
603005,晶方科技,1.75,,,,
603611,诺力股份,2.26,,,,
603721,中广天择,0.47,,,,
603368,柳药股份,2.05,,,,
603266,天龙股份,0.35,,,,
601798,*ST蓝科,3.55,,,,
603520,司太立,0.65,,,,
603099,长白山,2.67,,,,
603909,合诚股份,0.25,,,,
603006,联明股份,0.71,,,,
603869,新智认知,2.68,,,,
603088,宁波精达,1.12,,,,
603773,沃格光电,0.24,,,,
603388,元成股份,0.85,,,,
603585,苏利股份,0.54,,,,
603323,吴江银行,6.07,,,,
603617,君禾股份,0.3,,,,
603730,岱美股份,0.81,,,,
603039,泛微网络,0.4,,,,
603232,格尔软件,0.51,,,,
603326,我乐家居,0.64,,,,
603399,吉翔股份,5.08,,,,
603339,四方科技,0.58,,,,
603027,千禾味业,1.33,,,,
603188,亚邦股份,5.76,,,,
603819,神力股份,0.56,,,,
603717,天域生态,1.22,,,,
603977,国泰集团,1.76,,,,
601799,星宇股份,2.76,,,,
603600,永艺股份,2.5,,,,
603626,科森科技,1.58,,,,
601886,江河集团,9.41,,,,
603703,盛洋科技,1.09,,,,
603203,快克股份,0.53,,,,
603063,禾望电气,2.55,,,,
603603,博天环境,2.35,,,,
603021,山东华鹏,3.16,,,,
601990,南京证券,2.75,,,,
603086,先达股份,0.73,,,,
603011,合锻智能,4.12,,,,
603322,超讯通信,0.45,,,,
603319,湘油泵,0.57,,,,
603026,石大胜华,2.03,,,,
603887,城地股份,0.83,,,,
603056,德邦股份,1.0,,,,
603811,诚意药业,0.57,,,,
603020,爱普股份,3.2,,,,
603060,国检集团,0.64,,,,
603602,纵横通信,0.66,,,,
603978,深圳新星,0.76,,,,
603788,宁波高发,2.29,,,,
603757,大元泵业,0.35,,,,
603912,佳力图,1.08,,,,
603396,金辰股份,0.32,,,,
601678,滨化股份,15.44,,,,
603799,华友钴业,8.2,,,,
603998,方盛制药,4.25,,,,
603229,奥翔药业,0.54,,,,
603701,德宏股份,0.71,,,,
603661,恒林股份,0.25,,,,
603116,红蜻蜓,5.76,,,,
603599,广信股份,3.72,,,,
601777,力帆股份,12.64,,,,
603025,大豪科技,9.1,,,,
601808,中海油服,29.6,,,,
603659,璞泰来,1.93,,,,
603338,浙江鼎力,2.27,,,,
601997,贵阳银行,12.39,,,,
603126,中材节能,6.11,,,,
601688,华泰证券,54.44,,,,
603066,音飞储存,1.38,,,,
603186,华正新材,0.74,,,,
601828,美凯龙,3.15,,,,
603985,恒润股份,0.67,,,,
603980,吉华集团,2.46,,,,
