code,name,p_change_range0,average_turnover,stop_mark
603819,神力股份,,,
603038,华立股份,,,
603612,索通发展,,,
603607,DR京华激,,,
603536,惠发股份,,,
603088,宁波精达,,,
603789,星光农机,,,
601998,中信银行,,,
603729,龙韵股份,,,
603707,健友股份,,,
603617,君禾股份,,,
601988,中国银行,,,
603306,华懋科技,,,
603159,上海亚虹,,,
603955,大千生态,,,
603586,金麒麟,,,
603005,晶方科技,,,
603020,爱普股份,,,
603626,科森科技,,,
603268,松发股份,,,
603138,海量数据,,,
603898,好莱客,,,
603518,维格娜丝,,,
603779,威龙股份,,,
603198,迎驾贡酒,,,
603086,先达股份,,,
603595,东尼电子,,,
603080,新疆火炬,,,
603661,恒林股份,,,
603136,天目湖,,,
603028,赛福天,,,
603186,华正新材,,,
603871,嘉友国际,,,
601997,贵阳银行,,,
603168,莎普爱思,,,
603197,保隆科技,,,
603365,水星家纺,,,
603882,金域医学,,,
603868,飞科电器,,,
603997,继峰股份,,,
603939,益丰药房,,,
603936,博敏电子,,,
603880,南卫股份,,,
603843,正平股份,,,
603838,四通股份,,,
603825,华扬联众,,,
603818,曲美家居,,,
603690,至纯科技,,,
603656,泰禾光电,,,
603602,纵横通信,,,
603538,美诺华,,,
603520,司太立,,,
603508,思维列控,,,
603501,韦尔股份,,,
603398,邦宝益智,,,
603393,新天然气,,,
603385,惠达卫浴,,,
603318,派思股份,,,
603315,福鞍股份,,,
603188,亚邦股份,,,
603116,红蜻蜓,,,
603108,润达医疗,,,
603101,汇嘉时代,,,
603033,三维股份,,,
603009,北特科技,,,
601996,丰林集团,,,
603833,欧派家居,,,
603288,海天味业,,,
603900,莱绅通灵,,,
603337,杰克股份,,,
603699,纽威股份,,,
603127,昭衍新药,,,
603605,珀莱雅,,,
603320,迪贝电气,,,
603787,新日股份,,,
603022,新通联,,,
603933,睿能科技,,,
603079,圣达生物,,,
603806,福斯特,,,
603218,日月股份,,,
603357,设计总院,,,
603283,赛腾股份,,,
603183,建研院,,,
603017,中衡设计,,,
603639,海利尔,,,
603203,快克股份,,,
603389,亚振家居,,,
603980,吉华集团,,,
603303,得邦照明,,,
603638,艾迪精密,,,
603081,大丰实业,,,
603601,再升科技,,,
603589,口子窖,,,
603667,五洲新春,,,
603766,隆鑫通用,,,
603567,珍宝岛,,,
603298,杭叉集团,,,
603083,剑桥科技,,,
603077,和邦生物,,,
603685,晨丰科技,,,
603906,龙蟠科技,,,
603421,鼎信通讯,,,
603637,镇海股份,,,
603737,三棵树,,,
603158,腾龙股份,,,
603076,乐惠国际,,,
603377,东方时尚,,,
603345,安井食品,,,
603999,读者传媒,,,
603333,明星电缆,,,
603585,苏利股份,,,
603015,弘讯科技,,,
603355,莱克电气,,,
601985,中国核电,,,
603718,海利生物,,,
603889,XD新澳股,,,
603798,康普顿,,,
603895,天永智能,,,
603991,至正股份,,,
603360,百傲化学,,,
603866,桃李面包,,,
603519,立霸股份,,,
603477,振静股份,,,
603123,翠微股份,,,
603881,数据港,,,
601991,大唐发电,,,
603113,金能科技,,,
603399,吉翔股份,,,
603668,天马科技,,,
603110,东方材料,,,
603555,贵人鸟,,,
603558,健盛集团,,,
603429,集友股份,,,
603323,吴江银行,,,
603126,中材节能,,,
603778,乾景园林,,,
603180,金牌厨柜,,,
603011,合锻智能,,,
603725,天安新材,,,
601989,中国重工,,,
603811,诚意药业,,,
603603,博天环境,,,
603313,梦百合,,,
603976,正川股份,,,
603167,渤海轮渡,,,
603030,全筑股份,,,
603040,新坐标,,,
603103,XD横店影,,,
603987,康德莱,,,
603269,海鸥股份,,,
603885,吉祥航空,,,
603877,太平鸟,,,
603311,金海环境,,,
603823,百合花,,,
603788,宁波高发,,,
603012,创力集团,,,
603208,江山欧派,,,
601966,玲珑轮胎,,,
603096,新经典,,,
603998,方盛制药,,,
603708,家家悦,,,
603366,日出东方,,,
603118,共进股份,,,
603043,广州酒家,,,
603018,中设集团,,,
603055,台华新材,,,
601968,宝钢包装,,,
603056,德邦股份,,,
603717,天域生态,,,
603031,安德利,,,
603058,永吉股份,,,
603887,城地股份,,,
603677,奇精机械,,,
603861,白云电器,,,
603578,三星新材,,,
603686,龙马环卫,,,
603309,维力医疗,,,
603665,康隆达,,,
603828,柯利达,,,
603225,新凤鸣,,,
603023,威帝股份,,,
603996,中新科技,,,
603869,北部湾旅,,,
603160,汇顶科技,,,
603027,千禾味业,,,
603133,碳元科技,,,
603696,安记食品,,,
603688,石英股份,,,
603669,灵康药业,,,
603042,华脉科技,,,
603908,牧高笛,,,
603111,康尼机电,,,
603660,苏州科达,,,
603559,中通国脉,,,
603156,养元饮品,,,
603032,德新交运,,,
603599,广信股份,,,
603367,辰欣药业,,,
603228,景旺电子,,,
603227,雪峰科技,,,
603966,法兰泰克,,,
603533,掌阅科技,,,
603000,人民网,,,
603100,川仪股份,,,
603258,电魂网络,,,
603979,金诚信,,,
603986,兆易创新,,,
603117,万林股份,,,
603608,天创时尚,,,
603177,德创环保,,,
601969,海南矿业,,,
603444,吉比特,,,
603368,柳州医药,,,
603817,海峡环保,,,
603289,泰瑞机器,,,
603359,东珠景观,,,
603165,荣晟环保,,,
603678,火炬电子,,,
603618,杭电股份,,,
603232,格尔软件,,,
601999,出版传媒,,,
603609,禾丰牧业,,,
603703,盛洋科技,,,
603007,花王股份,,,
603059,倍加洁,,,
603773,沃格光电,,,
603568,伟明环保,,,
603600,永艺股份,,,
603222,济民制药,,,
603636,南威软件,,,
603803,瑞斯康达,,,
603336,宏辉果蔬,,,
601965,中国汽研,,,
603456,九洲药业,,,
603223,恒通股份,,,
603990,麦迪科技,,,
603002,宏昌电子,,,
603988,中电电机,,,
603960,克来机电,,,
603839,安正时尚,,,
603003,龙宇燃油,,,
603888,新华网,,,
603085,天成自控,,,
603025,大豪科技,,,
603619,中曼石油,,,
603588,高能环境,,,
603322,超讯通信,,,
603189,网达软件,,,
603383,顶点软件,,,
603711,香飘飘,,,
603300,华铁科技,,,
603968,醋化股份,,,
603993,洛阳钼业,,,
603977,国泰集团,,,
603010,万盛股份,,,
603260,合盛硅业,,,
603903,XD中持股,,,
603566,普莱柯,,,
603897,长城科技,,,
603026,石大胜华,,,
603099,长白山,,,
603299,井神股份,,,
603826,坤彩科技,,,
603733,仙鹤股份,,,
603659,璞泰来,,,
603157,拉夏贝尔,,,
603918,金桥信息,,,
603019,中科曙光,,,
603801,志邦股份,,,
603722,XD阿科力,,,
603339,四方冷链,,,
603598,引力传媒,,,
603938,三孚股份,,,
603989,艾华集团,,,
603466,风语筑,,,
603928,兴业股份,,,
603876,鼎胜新材,,,
603799,华友钴业,,,
603301,振德医疗,,,
603214,爱婴室,,,
603958,哈森股份,,,
603615,茶花股份,,,
603721,中广天择,,,
600432,*ST吉恩,-1.742,,
300750,宁德时代,,,
002070,*ST众和,-2.246,,
000950,*ST建峰,-1.02,,
000629,*ST钒钛,-5.246,,
000511,*ST烯碳,-4.527,,
603486,科沃斯,,,
601990,南京证券,,,
601330,绿色动力,,,
601138,工业富联,,,
600806,*ST昆机,5.757,,
