,ts_code,name,industry,turnover_rate,continuously_up,average_p_change,float_share,free_share,circ_mv
519,002056.SZ,横店东磁,元器件,0.8012,2.0,-1.056,164249.2835,72555.5235,967428.2798
520,002057.SZ,中钢天源,元器件,0.6573,2.0,-0.835,31964.2737,21731.1009,204571.3517
1178,002719.SZ,麦趣尔,乳制品,19.2653,2.0,5.524,14085.0826,6559.1221,203529.4436
3482,603828.SH,柯利达,装修装饰,0.2052,2.0,-0.552,42120.0,14912.3403,327272.4
1169,002709.SZ,天赐材料,化工原料,3.3762,2.0,0.251,19553.3405,16204.4768,470648.9058
898,002436.SZ,兴森科技,元器件,1.045,2.0,0.138,119878.9367,106050.7377,509485.481
2335,600251.SH,冠农股份,农业综合,0.34,2.0,-0.091,78484.2008,46390.93,415181.4222
119,000524.SZ,岭南控股,酒店餐饮,0.1573,2.0,-0.06,27236.9918,12951.7708,205639.2881
47,000061.SZ,农产品,农业综合,0.2783,2.0,0.608,169500.5074,111808.7411,854282.5573
542,002079.SZ,苏州固锝,半导体,0.6236,2.0,-0.288,72640.6098,43291.8009,375551.9527
92,000422.SZ,*ST宜化,农药化肥,2.5084,2.0,1.774,89781.2984,74448.6795,263059.2043
3406,603666.SH,亿嘉和,专用机械,3.2805,2.0,0.79,2456.146,2456.146,119687.9946
3412,603678.SH,火炬电子,元器件,0.9311,2.0,-0.427,45137.595,23713.138,793067.5442
1021,002560.SZ,通达股份,电气设备,8.6719,2.0,3.295,27058.5975,21860.7283,137998.8473
2415,600346.SH,恒力股份,化纤,0.8082,2.0,-0.095,91935.9142,71915.6647,1275151.13
1047,002586.SZ,围海股份,建筑施工,1.0199,2.0,0.694,69364.7912,37471.7912,353760.4351
1046,002585.SZ,双星新材,塑料,1.2929,2.0,0.097,85219.2212,65139.547,444844.3347
3429,603708.SH,家家悦,超市连锁,0.8914,2.0,0.14,15697.0899,15697.0899,337644.4037
1056,002595.SZ,豪迈科技,专用机械,0.2189,2.0,-0.773,52785.2734,34302.1829,876235.5384
77,000403.SZ,振兴生化,生物制药,0.2124,2.0,-0.741,26528.8674,12221.7892,689750.5524
1043,002582.SZ,好想你,食品,0.7888,2.0,-0.123,26136.426,20064.9873,211182.3221
63,000151.SZ,中成股份,商贸代理,3.5683,2.0,0.614,26654.3967,16042.0467,307858.2819
3435,603717.SH,天域生态,环境保护,4.8035,2.0,4.52,12207.944,12086.0131,119027.454
1040,002579.SZ,中京电子,元器件,1.4242,2.0,0.628,34690.9396,15679.7363,315340.641
3451,603767.SH,中马传动,汽车配件,1.6823,2.0,-0.326,9473.8,9473.8,68021.884
3447,603738.SH,泰晶科技,元器件,1.5834,2.0,-0.256,5876.4793,5361.3993,78568.5282
3363,603587.SH,地素时尚,服饰,5.5009,2.0,0.102,6100.0,6100.0,142069.0
95,000426.SZ,兴业矿业,铅锌,0.5586,2.0,-0.662,133026.1893,64732.1115,678433.5654
1016,002555.SZ,三七互娱,互联网,0.5641,2.0,-1.647,118247.9599,53942.8388,1369311.3756
923,002461.SZ,珠江啤酒,啤酒,0.2273,2.0,0.004,136032.3536,29204.8876,633910.7678
115,000519.SZ,中兵红箭,矿物制品,1.5668,2.0,0.375,73517.4962,67951.5407,508005.8987
565,002102.SZ,ST冠福,化学制药,1.2693,2.0,-0.706,199153.1787,148355.0119,414238.6117
113,000517.SZ,荣安地产,区域地产,0.1803,2.0,-0.609,303574.4816,54739.6868,728578.7558
2432,600367.SH,红星发展,化工原料,0.5247,2.0,-0.885,29120.0,18532.5864,226553.6
111,000514.SZ,渝开发,区域地产,0.2606,2.0,-0.248,84377.0965,31062.1866,334977.0731
572,002109.SZ,兴化股份,化工原料,0.7606,2.0,0.003,54498.8434,32251.4745,207640.5934
3334,603508.SH,思维列控,软件服务,2.5965,2.0,0.905,6520.0,4499.62,270384.4
3339,603519.SH,立霸股份,家用电器,1.384,2.0,3.67,22193.9866,9437.1306,219054.6477
1057,002596.SZ,海南瑞泽,其他建材,4.9635,2.0,2.469,86263.8458,55689.8018,580555.6822
3340,603520.SH,司太立,化学制药,2.291,2.0,-0.014,6465.0,5255.0,178498.65
1126,002665.SZ,首航节能,电气设备,1.7779,2.0,-0.576,225645.3464,166480.2635,746886.0966
1122,002661.SZ,克明面业,食品,0.3899,2.0,-0.312,32735.5042,17506.9542,414758.8382
926,002464.SZ,众应互联,互联网,2.8748,2.0,0.556,28319.0741,16252.3122,299049.4225
1069,002608.SZ,江苏国信,火力发电,1.1728,2.0,0.483,53895.2097,51213.4198,417687.8752
3350,603558.SH,健盛集团,纺织,0.5181,2.0,-0.136,31024.5692,16278.343,317691.5886
1059,002598.SZ,山东章鼓,机械基件,0.8104,2.0,1.196,27016.4663,16866.1213,207486.4612
623,002160.SZ,常铝股份,铝,0.4411,2.0,-0.843,60203.9408,31912.968,245030.0391
2329,600243.SH,青海华鼎,机床制造,6.2106,2.0,3.529,23685.0,18483.08,112030.05
1199,002741.SZ,光华科技,化工原料,0.5561,2.0,1.902,37138.3038,32075.9098,664404.255
2510,600480.SH,凌云股份,汽车配件,0.7473,2.0,-0.462,45093.4166,26182.7897,381490.3044
2302,600215.SH,长春经开,园区开发,0.1818,2.0,-0.675,46503.288,33112.7575,340869.101
2526,600499.SH,科达洁能,专用机械,0.5166,2.0,-0.599,141146.4322,110588.124,691617.5178
1255,002802.SZ,洪汇新材,化工原料,1.3868,2.0,-0.108,3914.239,3798.2794,83099.294
3085,601886.SH,江河集团,装修装饰,0.732,2.0,0.779,115405.0,39295.9334,835532.2
3093,601918.SH,新集能源,煤炭开采,0.7081,2.0,0.478,259054.18,142263.8996,818611.2088
1247,002793.SZ,东音股份,专用机械,2.4871,2.0,-0.138,6442.485,6105.5523,68419.1907
1001,002540.SZ,亚太科技,铝,0.4729,2.0,0.964,89499.5363,63674.5831,432282.7603
3101,601958.SH,金钼股份,小金属,0.1273,2.0,0.168,322660.44,80715.44,1968228.684
1241,002787.SZ,华源控股,广告包装,1.5137,2.0,0.536,10232.3593,10032.3593,77049.6655
1201,002743.SZ,富煌钢构,钢加工,3.6078,2.0,2.461,33196.088,20396.088,217434.3764
812,002350.SZ,北京科锐,电气设备,1.675,2.0,0.419,48285.3775,24961.3355,317717.784
628,002165.SZ,红宝丽,化工原料,0.4153,2.0,0.263,52736.7847,39466.1067,205673.4603
1236,002781.SZ,奇信股份,装修装饰,3.1964,2.0,3.169,9138.8351,9138.8351,147774.9636
2513,600483.SH,福能股份,火力发电,0.2486,2.0,0.124,125834.7323,28233.74,1065820.1826
3168,603077.SH,和邦生物,化工原料,0.1816,2.0,-0.586,883125.0228,474858.5615,1492481.2885
998,002537.SZ,海联金汇,汽车整车,0.1833,2.0,-0.824,120845.2384,55025.9598,1230204.5269
1265,002813.SZ,路畅科技,汽车配件,2.2157,2.0,-0.235,3000.0,3000.0,75840.0
2300,600212.SH,江泉实业,综合类,1.6328,2.0,-0.876,51169.7213,44329.4015,201608.7019
3060,601718.SH,际华集团,服饰,0.3152,2.0,0.565,439162.9404,201981.6654,1594161.4737
782,002320.SZ,海峡股份,水运,1.381,2.0,1.025,55836.2937,17805.0607,802367.5405
1292,002842.SZ,翔鹭钨业,小金属,1.9068,2.0,-0.971,7182.5,7182.5,128925.875
1288,002838.SZ,道恩股份,塑料,0.6086,2.0,-0.191,7530.7356,7484.5006,136155.6996
2541,600516.SH,方大炭素,矿物制品,0.9885,2.0,0.269,175372.3378,102294.0386,3298753.674
1285,002835.SZ,同为股份,元器件,1.338,2.0,-0.328,8515.8416,6422.8734,63357.8615
1280,002829.SZ,星网宇达,通信设备,3.3248,2.0,4.621,6148.0761,6074.2936,126035.5601
2538,600512.SH,腾达建设,建筑施工,0.9486,2.0,-0.636,153739.9415,143377.6295,358214.0637
2530,600503.SH,华丽家族,区域地产,0.5853,2.0,-0.137,160229.0,139827.0,575222.11
1274,002823.SZ,凯中精密,机械基件,1.0526,2.0,-0.856,9995.3154,9995.3154,103551.4675
563,002100.SZ,天康生物,饲料,1.1985,2.0,-0.085,96340.2312,44290.2165,486518.1676
228,000671.SZ,阳光城,区域地产,0.1724,2.0,-0.442,324136.8638,150007.4806,1815166.4373
227,000670.SZ,盈方微,元器件,4.9424,2.0,0.625,59961.6536,59961.6536,221858.1183
34,000040.SZ,东旭蓝天,新型电力,1.6486,2.0,-0.214,106031.3364,90608.545,956402.6543
964,002502.SZ,骅威文化,影视音像,12.9195,2.0,2.794,62146.4448,52432.6828,279659.0016
1233,002778.SZ,高科石化,石油加工,5.6668,2.0,2.514,5553.75,4590.3426,100967.175
279,000735.SZ,罗牛山,农业综合,10.4482,2.0,1.563,105960.3915,90415.4287,1026756.1936
190,000613.SZ,大东海A,旅游服务,7.4608,2.0,1.142,26564.56,19355.382,213047.7712
191,000615.SZ,京汉股份,全国地产,5.0792,2.0,1.625,64383.393,34964.1044,386300.358
624,002161.SZ,远望谷,通信设备,3.6136,2.0,-0.187,69858.6963,52344.3368,444301.3085
1204,002747.SZ,埃斯顿,机械基件,0.7072,2.0,0.168,72638.5626,28763.5626,697330.201
1209,002752.SZ,昇兴股份,广告包装,0.5894,2.0,0.432,17023.9515,17023.9515,118997.421
1202,002745.SZ,木林森,半导体,3.2443,2.0,1.885,51987.0786,34204.0436,696626.8532
3212,603167.SH,渤海轮渡,水运,0.3316,2.0,-0.233,48140.0,29826.0795,411597.0
3193,603118.SH,共进股份,通信设备,0.9923,2.0,-0.152,77573.3332,37716.888,483281.8658
171,000591.SZ,太阳能,新型电力,0.762,2.0,0.454,203709.8929,196375.417,690576.5369
2398,600325.SH,华发股份,区域地产,0.4068,2.0,-0.562,210428.2116,150102.5753,1289924.9371
3206,603158.SH,腾龙股份,汽车配件,0.1936,2.0,-0.09,21697.12,7208.38,358002.48
1215,002759.SZ,天际股份,家用电器,1.2087,2.0,-0.125,12578.762,10272.4123,100630.096
820,002358.SZ,森源电气,电气设备,0.3622,2.0,0.09,91042.528,45196.0384,1558648.0794
3215,603177.SH,德创环保,环境保护,1.8596,2.0,-1.768,6175.0,6175.0,60515.0
3180,603098.SH,森特股份,装修装饰,8.1441,2.0,1.709,7501.2,7501.2,89489.316
882,002420.SZ,毅昌股份,塑料,1.0793,2.0,-0.772,39171.7442,27370.6442,148069.1931
3488,603848.SH,好太太,家居用品,2.7483,2.0,1.567,7110.5,4860.5,107368.55
2508,600478.SH,科力远,元器件,0.2158,2.0,-0.608,146968.668,106895.1992,598162.4788
3199,603131.SH,上海沪工,专用机械,1.2138,2.0,0.501,5000.0,5000.0,75500.0
2261,600168.SH,武汉控股,水务,0.1535,1.0,-0.333,70956.9692,28230.26,425032.2455
2349,600269.SH,赣粤高速,路桥,0.1363,1.0,0.248,233540.7014,110778.9019,945839.8407
2351,600271.SH,航天信息,电脑设备,0.7312,1.0,1.004,184681.195,97553.5556,4275369.6643
2281,600190.SH,锦州港,港口,0.1033,1.0,1.389,177948.453,42907.9758,519609.4828
2274,600183.SH,生益科技,元器件,0.6755,1.0,3.799,211749.091,102959.1249,1967149.0554
2236,600137.SH,浪莎股份,服饰,0.6378,1.0,0.645,9721.7588,3643.3345,136590.7111
2353,600273.SH,嘉化能源,化工原料,1.3887,1.0,1.891,141373.2631,81018.1875,1371320.6521
2288,600198.SH,*ST大唐,通信设备,0.828,1.0,1.205,87532.5709,57595.4686,588218.8764
2283,600192.SH,长城电工,电气设备,0.6977,1.0,0.638,44174.8,27047.5247,208946.804
2263,600170.SH,上海建工,建筑施工,0.0626,1.0,0.337,848690.9929,496148.0229,2529099.1588
2240,600143.SH,金发科技,塑料,0.618,1.0,3.854,256000.0,184403.6675,1241600.0
2363,600284.SH,浦东建设,建筑施工,0.236,1.0,0.387,97025.6,68103.4507,503562.864
2235,600136.SH,当代明诚,影视音像,0.2675,1.0,0.304,34431.0336,18791.0326,341211.543
2287,600197.SH,伊力特,白酒,1.4624,1.0,-0.355,44100.0,24827.1133,619164.0
2262,600169.SH,太原重工,工程机械,0.4313,1.0,1.702,256395.5,170288.7275,612785.245
2277,600186.SH,莲花健康,食品,0.7384,1.0,1.942,106202.4311,93690.1839,223025.1053
2330,600246.SH,万通地产,区域地产,0.1388,1.0,-0.562,121680.0,59433.378,430747.2
2246,600151.SH,航天机电,半导体,0.6665,1.0,2.315,138869.5727,89318.9076,613803.5113
2264,600171.SH,上海贝岭,半导体,3.7402,1.0,-2.741,67380.7773,49560.7773,693348.1984
2254,600160.SH,巨化股份,化工原料,0.1941,1.0,0.428,265842.0057,148394.3112,1871527.7201
2322,600236.SH,桂冠电力,水力发电,0.109,1.0,0.992,360447.0823,136451.8534,1834675.6489
2272,600180.SH,瑞茂通,仓储物流,0.0717,1.0,-0.388,101647.7464,38058.868,782687.6473
2334,600250.SH,南纺股份,商贸代理,0.8508,1.0,-2.098,25869.246,14537.4566,181084.722
2365,600287.SH,江苏舜天,商贸代理,0.3366,1.0,0.382,43679.6074,21851.7719,229754.7349
2342,600260.SH,凯乐科技,通信设备,1.74,1.0,1.496,62825.7932,47895.3945,1193690.0708
2344,600262.SH,北方股份,汽车整车,0.1898,1.0,0.71,17000.0,7237.8501,313650.0
2319,600233.SH,圆通速递,仓储物流,0.2497,1.0,0.488,78336.7875,34216.6719,806085.5434
2270,600178.SH,东安动力,汽车配件,0.5466,1.0,0.428,46208.0,22448.7,216715.52
2323,600237.SH,铜峰电子,元器件,0.7602,1.0,0.0,56436.9565,46980.8285,203173.0434
2312,600226.SH,瀚叶股份,农药化肥,1.4603,1.0,0.932,199286.9006,149681.7134,647682.427
2257,600163.SH,中闽能源,新型电力,0.115,1.0,0.0,99946.523,44740.334,322827.2693
2346,600266.SH,北京城建,区域地产,0.2666,1.0,0.876,156704.0,92458.8007,1263034.24
2269,600177.SH,雅戈尔,服饰,0.1848,1.0,2.075,358144.7353,219128.0465,2818599.0668
2306,600219.SH,南山铝业,铝,0.2843,1.0,0.0,978733.9527,630354.1865,2241300.7517
2259,600166.SH,福田汽车,汽车整车,0.1744,1.0,0.0,667013.129,456821.5956,1200623.6322
2268,600176.SH,中国巨石,玻璃,0.2673,1.0,1.092,350230.6849,201152.4115,3565348.3723
2304,600217.SH,中再资环,环境保护,0.0805,1.0,0.216,131891.0776,66687.9405,610655.6893
2328,600242.SH,中昌数据,软件服务,0.2995,1.0,0.0,30374.6776,15123.5585,396997.0362
2275,600184.SH,光电股份,专用机械,0.5218,1.0,-1.044,41876.0826,18497.726,476131.0592
2248,600153.SH,建发股份,商贸代理,0.1552,1.0,0.402,283520.053,153399.7154,2126400.3975
2266,600173.SH,卧龙地产,全国地产,0.3061,1.0,0.76,72505.746,40276.8493,288572.8691
2273,600182.SH,S佳通,汽车配件,0.5006,1.0,0.178,17000.0,17000.0,286280.0
2343,600261.SH,阳光照明,家用电器,0.503,1.0,-1.466,145210.293,83921.9098,487906.5845
0,000001.SZ,平安银行,银行,0.1981,1.0,0.293,1717024.6773,761029.0923,17651013.6826
2230,600130.SH,波导股份,通信设备,4.9073,1.0,3.439,76800.0,64205.36,300288.0
1162,002701.SZ,奥瑞金,广告包装,0.5361,1.0,0.0,235335.2546,152262.1862,1188443.0357
1166,002706.SZ,良信电器,电气设备,0.2703,1.0,0.0,54351.7216,44546.4287,323392.7435
1172,002713.SZ,东易日盛,装修装饰,4.5668,1.0,2.18,7662.1526,7634.7126,136462.9378
1180,002722.SZ,金轮股份,纺织机械,1.7243,1.0,1.647,11092.0051,8531.0308,171149.6387
1182,002724.SZ,海洋王,半导体,0.2407,1.0,0.18,33174.7502,18448.0203,184451.6111
1183,002725.SZ,跃岭股份,汽车配件,5.8204,1.0,-0.113,10975.891,9867.795,97026.8764
1187,002729.SZ,好利来,元器件,0.4852,1.0,0.688,6668.0,2105.106,146362.6
1193,002735.SZ,王子新材,塑料,1.597,1.0,3.737,4251.5,2486.2,99144.98
1194,002736.SZ,国信证券,证券,0.0642,1.0,1.247,820000.0,201356.4669,7322600.0
1207,002750.SZ,龙津药业,中成药,0.1443,1.0,0.338,39728.8326,9591.7768,235591.9773
1213,002757.SZ,南兴装备,家居用品,0.3816,1.0,0.0,9815.4225,4073.89,287395.5708
1216,002760.SZ,凤形股份,机械基件,0.6523,1.0,0.39,7249.8494,4107.9589,112082.6717
1219,002763.SZ,汇洁股份,服饰,0.6737,1.0,2.804,18171.606,11381.106,159910.1328
1221,002766.SZ,索菱股份,汽车配件,2.543,1.0,1.118,24914.1783,19103.5973,157706.7486
1222,002767.SZ,先锋电子,电器仪表,1.4736,1.0,0.594,12363.675,4428.3118,167527.7963
1226,002771.SZ,真视通,软件服务,1.2734,1.0,0.858,9151.078,7609.5085,107525.1665
1232,002777.SZ,久远银海,软件服务,0.7884,1.0,0.896,6004.0,5684.0,141934.56
1235,002780.SZ,三夫户外,其他商业,1.5456,1.0,0.54,6437.6346,5518.9708,83818.0025
1240,002786.SZ,银宝山新,专用机械,2.9851,1.0,1.659,13671.0,13621.0,92142.54
1243,002789.SZ,建艺集团,装修装饰,5.7042,1.0,4.792,6561.2571,6511.1591,120530.2929
1246,002792.SZ,通宇通讯,通信设备,10.2426,1.0,5.009,7071.4297,1656.5972,197151.46
1249,002796.SZ,世嘉科技,专用机械,6.4474,1.0,1.14,3062.98,3058.98,100527.0036
1250,002797.SZ,第一创业,证券,1.702,1.0,0.186,191844.9014,191844.9014,1035962.4676
1256,002803.SZ,吉宏股份,广告包装,4.642,1.0,4.643,4590.3025,3928.2827,154142.358
1259,002807.SZ,江阴银行,银行,0.6199,1.0,0.567,71834.9007,71834.3937,382161.6717
1262,002810.SZ,山东赫达,化工原料,1.9677,1.0,0.257,6139.2172,6139.2172,95649.004
1266,002815.SZ,崇达技术,元器件,1.1258,1.0,2.427,21771.9058,21771.9058,321571.0487
1270,002819.SZ,东方中科,电器仪表,0.9344,1.0,-0.285,4431.5133,4231.4413,92884.5188
1271,002820.SZ,桂发祥,食品,0.4462,1.0,0.493,12073.6868,7766.5369,147781.9264
1276,002825.SZ,纳尔股份,化工原料,10.9786,1.0,5.376,4092.3414,4092.3414,68178.4077
1163,002702.SZ,海欣食品,食品,1.6234,1.0,-0.466,31883.5,26486.0,136142.545
1161,002700.SZ,新疆浩源,供气供热,2.4686,1.0,-1.737,31313.088,16581.888,371999.4854
2225,600125.SH,铁龙物流,铁路,0.4073,1.0,0.552,130552.1874,91377.407,950419.9243
1152,002691.SZ,冀凯股份,专用机械,2.4434,1.0,9.986,33909.01,10045.8815,257708.476
985,002523.SZ,天桥起重,工程机械,0.4598,1.0,2.295,135021.1705,93872.7067,421266.052
986,002524.SZ,光正集团,供气供热,1.4864,1.0,-2.353,50104.5195,36558.4827,249520.5071
987,002526.SZ,山东矿机,工程机械,0.9772,1.0,-0.485,151006.0931,113942.8009,309562.4909
991,002530.SZ,金财互联,专用机械,0.6908,1.0,1.104,37369.6306,24610.824,307925.7561
997,002536.SZ,西泵股份,汽车配件,0.5843,1.0,0.552,31411.4151,18540.5664,343326.767
1004,002543.SZ,万和电气,家用电器,0.1797,1.0,1.803,48526.1075,14202.968,602694.2552
1008,002547.SZ,春兴精工,通信设备,3.3997,1.0,1.036,79767.8418,78560.3418,311094.583
1014,002553.SZ,南方轴承,汽车配件,0.578,1.0,0.0,23429.4201,16957.8268,135890.6366
1017,002556.SZ,辉隆股份,其他商业,1.0992,1.0,3.958,69923.6447,40816.1072,348918.9871
1019,002558.SZ,巨人网络,互联网,0.4285,1.0,0.104,42710.936,41200.7635,818768.6431
1020,002559.SZ,亚威股份,机床制造,0.5247,1.0,0.29,30651.1256,25498.46,212105.7892
1037,002576.SZ,通达动力,电气设备,3.1338,1.0,4.141,14459.6512,9506.6512,149079.0039
1042,002581.SZ,未名医药,生物制药,0.4621,1.0,-0.134,40078.9736,25460.3522,298989.1431
1044,002583.SZ,海能达,通信设备,0.5238,1.0,-0.361,104963.6479,79483.5639,868049.3681
1045,002584.SZ,西陇科学,化工原料,2.8935,1.0,0.159,36394.0523,28933.1865,228918.589
1048,002587.SZ,奥拓电子,元器件,0.6482,1.0,0.0,39307.2086,34511.8211,202825.1964
1049,002588.SZ,史丹利,农药化肥,0.3589,1.0,0.0,72964.7967,46919.8027,306452.1461
1050,002589.SZ,瑞康医药,医药商业,1.2618,1.0,-2.654,108466.13,94465.043,875321.6691
1054,002593.SZ,日上集团,汽车配件,0.5249,1.0,1.818,46647.745,29178.055,156736.4232
1055,002594.SZ,比亚迪,汽车整车,1.1066,1.0,2.782,114179.9554,79115.4584,6495697.6627
1132,002671.SZ,龙泉股份,其他建材,0.4452,1.0,1.342,33775.0619,30524.4909,153001.0304
1133,002672.SZ,东江环保,环境保护,0.1761,1.0,-0.597,65195.6712,39375.3292,760181.5262
1134,002673.SZ,西部证券,证券,0.3913,1.0,0.359,350183.977,172422.4133,2934541.7273
1135,002674.SZ,兴业科技,纺织,0.2306,1.0,-0.127,24042.3075,10187.5575,188972.537
1138,002677.SZ,浙江美大,家用电器,1.2048,1.0,0.097,28293.6051,19931.8551,292555.8767
1142,002681.SZ,奋达科技,家用电器,0.9114,1.0,-1.22,110486.8182,65025.3373,447471.6137
1143,002682.SZ,龙洲股份,公路,0.3606,1.0,1.464,43211.7345,28740.7498,209576.9123
1148,002687.SZ,乔治白,服饰,2.2287,1.0,-2.548,31942.2,22902.7,195486.264
1151,002690.SZ,美亚光电,专用机械,0.9291,1.0,2.398,32739.5432,22353.7182,713067.2509
1278,002827.SZ,高争民爆,化工原料,1.5002,1.0,0.625,6314.65,5424.8303,91499.2785
1281,002830.SZ,名雕股份,装修装饰,2.1212,1.0,0.965,3984.0,3984.0,66692.16
1287,002837.SZ,英维克,专用机械,7.0995,1.0,5.14,6837.6711,6837.6711,110496.765
1294,002845.SZ,同兴达,元器件,1.5049,1.0,0.767,6473.6692,6473.6692,93609.2566
2144,600028.SH,中国石化,石油加工,0.0409,1.0,-0.17,9555777.1046,1224854.3653,55996853.833
2145,600029.SH,南方航空,空运,0.4265,1.0,0.683,702265.0,298342.1335,5175693.05
2147,600031.SH,三一重工,工程机械,0.4272,1.0,1.236,776086.5625,485797.0374,6356148.9469
2148,600033.SH,福建高速,路桥,0.1483,1.0,0.0,274440.0,126491.9499,823320.0
2151,600037.SH,歌华有线,影视音像,0.3311,1.0,-0.111,116835.2026,68135.1437,1052685.1754
2155,600050.SH,中国联通,电信运营,0.2836,1.0,0.382,2119659.6395,789710.7974,11149409.7038
2157,600052.SH,浙江广厦,区域地产,0.246,1.0,0.0,87178.9092,45909.6903,281587.8767
2165,600060.SH,海信电器,家用电器,0.1645,1.0,0.108,130848.1222,72585.156,1211653.6116
2173,600069.SH,银鸽投资,造纸,0.3724,1.0,-0.606,162383.3844,85496.379,532617.5008
2174,600070.SH,浙江富润,纺织,2.9403,1.0,5.271,40151.8108,29862.4666,296721.8818
2180,600076.SH,康欣新材,其他建材,3.2948,1.0,4.989,103426.4129,75073.1237,478864.2917
2181,600077.SH,宋都股份,全国地产,0.5416,1.0,-0.353,134012.2326,67999.431,377914.4959
2191,600088.SH,中视传媒,影视音像,0.2995,1.0,1.166,39770.64,17146.9217,345209.1552
2195,600093.SH,易见股份,仓储物流,0.5453,1.0,1.071,112244.75,36467.4858,952957.9275
2196,600094.SH,大名城,区域地产,0.1825,1.0,0.0,227660.4962,144387.6403,899258.96
2200,600098.SH,广州发展,火力发电,0.0698,1.0,0.546,272619.6558,57440.1579,1507586.6966
2202,600100.SH,同方股份,电脑设备,0.1978,1.0,1.089,296389.8951,192203.6422,3026140.829
2204,600103.SH,青山纸业,造纸,0.3161,1.0,0.722,106184.16,85401.1127,296253.8064
2205,600104.SH,上汽集团,汽车整车,0.0644,1.0,0.081,1150343.2857,331198.2926,28436486.0225
