,ts_code,symbol,name,industry,COL_CHG,COL_ODDS,COL_CIRC_MV
1604,603106.SH,603106,恒银科技,IT设备,1.38,0.38,29.47
1605,603188.SH,603188,亚邦股份,染料涂料,7.18,0.38,35.25
1606,002109.SZ,002109,兴化股份,化工原料,3.41,0.38,51.07
1607,600210.SH,600210,紫江企业,广告包装,3.43,0.38,77.66
1608,600872.SH,600872,中炬高新,食品,0.33,0.38,389.64
1609,002116.SZ,002116,中国海诚,建筑工程,3.72,0.38,26.68
1610,605338.SH,605338,巴比食品,食品,7.32,0.38,22.08
1611,000046.SZ,000046,泛海控股,多元金融,5.19,0.38,147.5
1612,300936.SZ,300936,中英科技,元器件,2.54,0.37,8.45
1613,300209.SZ,300209,天泽信息,软件服务,2.97,0.37,21.0
1614,002777.SZ,002777,久远银海,软件服务,2.19,0.37,49.68
1615,600837.SH,600837,海通证券,证券,2.37,0.37,988.23
1616,603858.SH,603858,步长制药,中成药,6.1,0.37,264.28
1617,002144.SZ,002144,宏达高科,纺织,2.82,0.37,12.71
1618,603300.SH,603300,华铁应急,专用机械,8.48,0.37,78.83
1619,003032.SZ,003032,传智教育,文教休闲,4.02,0.37,7.8
1620,600662.SH,600662,强生控股,公共交通,0.44,0.37,96.17
1621,300052.SZ,300052,中青宝,互联网,1.55,0.37,20.48
1622,002770.SZ,002770,*ST科迪,乳制品,4.22,0.37,10.42
1623,002428.SZ,002428,云南锗业,小金属,4.98,0.37,72.03
1624,000783.SZ,000783,长江证券,证券,1.2,0.37,421.38
1625,002097.SZ,002097,山河智能,工程机械,2.99,0.37,76.42
1626,300150.SZ,300150,世纪瑞尔,软件服务,4.47,0.37,20.27
1627,600483.SH,600483,福能股份,火力发电,3.31,0.37,162.24
1628,300285.SZ,300285,国瓷材料,陶瓷,4.02,0.37,390.95
1629,300713.SZ,300713,英可瑞,电气设备,4.4,0.37,14.65
1630,605081.SH,605081,太和水,环境保护,3.75,0.37,8.86
1631,002398.SZ,002398,垒知集团,其他建材,3.46,0.37,39.96
1632,600981.SH,600981,汇鸿集团,商贸代理,3.46,0.37,67.05
1633,600556.SH,600556,天下秀,互联网,1.65,0.37,49.99
1634,603950.SH,603950,长源东谷,汽车配件,3.14,0.37,17.63
1635,600200.SH,600200,江苏吴中,化学制药,1.6,0.37,58.63
1636,002182.SZ,002182,云海金属,小金属,3.42,0.37,62.37
1637,603316.SH,603316,诚邦股份,建筑工程,4.26,0.36,14.94
1638,600061.SH,600061,国投资本,证券,1.96,0.36,572.78
1639,600667.SH,600667,太极实业,半导体,2.28,0.36,169.76
1640,600683.SH,600683,京投发展,区域地产,2.65,0.36,31.56
1641,002518.SZ,002518,科士达,电气设备,3.73,0.36,72.37
1642,600784.SH,600784,鲁银投资,综合类,4.15,0.36,31.36
1643,603790.SH,603790,雅运股份,染料涂料,3.54,0.36,6.66
1644,300108.SZ,300108,吉药控股,中成药,7.71,0.36,16.64
1645,600346.SH,600346,恒力石化,化纤,3.03,0.36,1967.43
1646,000669.SZ,000669,*ST金鸿,供气供热,2.54,0.36,13.74
1647,000050.SZ,000050,深天马A,元器件,2.94,0.36,291.79
1648,300847.SZ,300847,中船汉光,化工原料,2.32,0.36,10.49
1649,300611.SZ,300611,美力科技,机械基件,4.09,0.36,11.46
1650,300852.SZ,300852,四会富仕,元器件,1.3,0.36,10.34
1651,300335.SZ,300335,迪森股份,供气供热,5.6,0.36,14.37
1652,300977.SZ,300977,深圳瑞捷,建筑工程,3.74,0.36,8.71
1653,002921.SZ,002921,联诚精密,汽车配件,4.66,0.36,13.15
1654,300836.SZ,300836,佰奥智能,专用机械,4.91,0.36,11.48
1655,002863.SZ,002863,今飞凯达,汽车配件,3.59,0.36,21.09
1656,002013.SZ,002013,中航机电,航空,1.89,0.36,398.57
1657,603199.SH,603199,九华旅游,旅游景点,1.01,0.36,22.11
1658,002848.SZ,002848,高斯贝尔,通信设备,3.28,0.36,14.46
1659,603601.SH,603601,再升科技,玻璃,3.0,0.36,83.91
1660,300239.SZ,300239,东宝生物,生物制药,4.62,0.36,34.29
1661,000732.SZ,000732,泰禾集团,区域地产,4.33,0.36,65.88
1662,300281.SZ,300281,金明精机,专用机械,3.19,0.36,21.77
1663,600759.SH,600759,洲际油气,石油开采,6.7,0.36,53.97
1664,600249.SH,600249,两面针,日用化工,3.95,0.36,27.5
1665,601116.SH,601116,三江购物,超市连锁,2.84,0.36,38.32
1666,300918.SZ,300918,南山智尚,纺织,3.75,0.36,9.69
1667,603079.SH,603079,圣达生物,食品,1.85,0.36,29.99
1668,600826.SH,600826,兰生股份,商贸代理,2.2,0.36,35.21
1669,603813.SH,603813,原尚股份,仓储物流,3.21,0.36,11.99
1670,600343.SH,600343,航天动力,航空,2.77,0.35,61.59
1671,603388.SH,603388,元成股份,建筑工程,3.65,0.35,17.82
1672,002811.SZ,002811,郑中设计,装修装饰,0.36,0.35,20.6
1673,300163.SZ,300163,先锋新材,其他建材,3.24,0.35,16.58
1674,300676.SZ,300676,华大基因,医疗保健,2.87,0.35,306.36
1675,300500.SZ,300500,启迪设计,建筑工程,0.51,0.35,18.27
1676,002751.SZ,002751,易尚展示,家居用品,4.8,0.35,25.9
1677,600279.SH,600279,重庆港九,港口,2.98,0.35,33.06
1678,002810.SZ,002810,山东赫达,化工原料,-0.93,0.35,150.94
1679,000999.SZ,000999,华润三九,中成药,3.25,0.35,257.81
1680,600409.SH,600409,三友化工,化工原料,4.94,0.35,219.23
1681,300907.SZ,300907,康平科技,电气设备,3.83,0.35,6.91
1682,603100.SH,603100,川仪股份,电器仪表,0.97,0.35,65.89
1683,300730.SZ,300730,科创信息,软件服务,0.99,0.35,16.79
1684,000837.SZ,000837,秦川机床,机床制造,3.31,0.35,56.28
1685,002137.SZ,002137,实益达,通信设备,2.76,0.35,21.21
1686,003043.SZ,003043,华亚智能,专用机械,3.45,0.35,10.91
1687,002856.SZ,002856,美芝股份,装修装饰,2.73,0.35,11.75
1688,603117.SH,603117,万林物流,仓储物流,2.76,0.35,23.55
1689,603327.SH,603327,福蓉科技,元器件,3.1,0.35,15.34
1690,603127.SH,603127,昭衍新药,医疗保健,5.76,0.35,394.19
1691,600965.SH,600965,福成股份,农业综合,4.8,0.35,50.02
1692,002763.SZ,002763,汇洁股份,服饰,7.15,0.35,20.79
1693,002244.SZ,002244,滨江集团,区域地产,3.93,0.35,119.81
1694,601211.SH,601211,国泰君安,证券,1.22,0.35,1294.15
1695,603238.SH,603238,诺邦股份,纺织,2.71,0.35,28.68
1696,002992.SZ,002992,宝明科技,元器件,3.2,0.34,7.53
1697,000007.SZ,000007,*ST全新,酒店餐饮,0.55,0.34,11.28
1698,000856.SZ,000856,冀东装备,机械基件,1.06,0.34,15.14
1699,000850.SZ,000850,华茂股份,纺织,2.65,0.34,36.6
1700,002558.SZ,002558,巨人网络,互联网,2.94,0.34,283.41
1701,300491.SZ,300491,通合科技,电气设备,4.04,0.34,16.34
1702,000025.SZ,000025,特力A,汽车服务,2.4,0.34,58.68
1703,300423.SZ,300423,昇辉科技,电气设备,3.37,0.34,32.42
1704,300106.SZ,300106,西部牧业,农业综合,4.77,0.34,21.34
1705,002046.SZ,002046,国机精工,机械基件,0.91,0.34,36.88
1706,603033.SH,603033,三维股份,橡胶,4.07,0.34,53.41
1707,605366.SH,605366,宏柏新材,化工原料,3.25,0.34,9.5
1708,603015.SH,603015,弘讯科技,电气设备,2.24,0.34,25.83
1709,600038.SH,600038,中直股份,航空,3.16,0.34,313.72
1710,603326.SH,603326,我乐家居,家居用品,0.56,0.34,34.07
1711,002417.SZ,002417,深南股份,软件服务,5.81,0.34,15.46
1712,000586.SZ,000586,汇源通信,通信设备,1.87,0.34,13.7
1713,600359.SH,600359,新农开发,农业综合,4.2,0.34,30.29
1714,600859.SH,600859,王府井,百货,5.21,0.34,253.99
1715,002929.SZ,002929,润建股份,通信设备,2.74,0.34,38.25
1716,300210.SZ,300210,森远股份,专用机械,3.07,0.34,14.51
1717,603798.SH,603798,康普顿,石油加工,3.35,0.34,20.96
1718,300644.SZ,300644,南京聚隆,塑料,3.43,0.34,19.57
1719,300951.SZ,300951,博硕科技,元器件,3.74,0.34,17.37
1720,600568.SH,600568,ST中珠,区域地产,5.11,0.34,30.88
1721,300868.SZ,300868,杰美特,通信设备,3.5,0.34,9.74
1722,603829.SH,603829,洛凯股份,电气设备,1.83,0.34,7.67
1723,002761.SZ,002761,多喜爱,建筑工程,2.96,0.34,19.34
1724,600371.SH,600371,万向德农,种植业,4.03,0.34,33.12
1725,603639.SH,603639,海利尔,农药化肥,4.56,0.34,65.57
1726,300612.SZ,300612,宣亚国际,广告包装,2.46,0.33,24.1
1727,300244.SZ,300244,迪安诊断,医疗保健,4.18,0.33,182.51
1728,603711.SH,603711,香飘飘,软饮料,1.33,0.33,77.4
1729,603778.SH,603778,乾景园林,建筑工程,-1.06,0.33,23.3
1730,000797.SZ,000797,中国武夷,全国地产,2.7,0.33,53.57
1731,000553.SZ,000553,安道麦A,农药化肥,3.23,0.33,195.07
1732,003005.SZ,003005,竞业达,软件服务,2.74,0.33,9.92
1733,300839.SZ,300839,博汇股份,石油加工,2.88,0.33,5.57
1734,300535.SZ,300535,达威股份,化工原料,2.42,0.33,11.29
1735,300418.SZ,300418,昆仑万维,互联网,3.22,0.33,186.27
1736,603019.SH,603019,中科曙光,IT设备,0.07,0.33,391.55
1737,600378.SH,600378,昊华科技,化工原料,2.38,0.33,75.11
1738,300419.SZ,300419,浩丰科技,软件服务,2.12,0.33,23.06
1739,002888.SZ,002888,惠威科技,元器件,2.08,0.33,8.73
1740,002663.SZ,002663,普邦股份,建筑工程,2.76,0.33,24.38
1741,600476.SH,600476,湘邮科技,软件服务,0.3,0.33,16.3
1742,002515.SZ,002515,金字火腿,食品,2.05,0.33,43.63
1743,605009.SH,605009,豪悦护理,造纸,4.25,0.33,32.34
1744,603551.SH,603551,奥普家居,家居用品,0.08,0.33,16.93
1745,600467.SH,600467,好当家,渔业,3.08,0.33,39.15
1746,002572.SZ,002572,索菲亚,家居用品,6.25,0.33,178.68
1747,300058.SZ,300058,蓝色光标,广告包装,0.79,0.33,151.94
1748,601555.SH,601555,东吴证券,证券,2.03,0.33,331.78
1749,002544.SZ,002544,杰赛科技,软件服务,1.63,0.33,70.59
1750,603916.SH,603916,苏博特,化工原料,5.05,0.33,96.72
1751,300422.SZ,300422,博世科,环境保护,2.01,0.32,32.47
1752,300654.SZ,300654,世纪天鸿,出版业,1.77,0.32,13.82
1753,300903.SZ,300903,科翔股份,元器件,1.61,0.32,12.81
1754,300902.SZ,300902,国安达,专用机械,2.32,0.32,7.62
1755,603289.SH,603289,泰瑞机器,专用机械,1.96,0.32,23.52
1756,002963.SZ,002963,豪尔赛,装修装饰,3.01,0.32,10.87
1757,603886.SH,603886,元祖股份,食品,2.05,0.32,44.11
1758,300391.SZ,300391,康跃科技,机械基件,-0.93,0.32,52.48
1759,002978.SZ,002978,安宁股份,小金属,2.34,0.32,48.92
1760,000762.SZ,000762,西藏矿业,小金属,5.59,0.32,124.99
1761,603392.SH,603392,万泰生物,医疗保健,8.69,0.32,355.47
1762,600082.SH,600082,海泰发展,园区开发,2.83,0.32,18.46
1763,000622.SZ,000622,恒立实业,汽车配件,2.35,0.32,14.84
1764,300263.SZ,300263,隆华科技,专用机械,2.63,0.32,47.09
1765,603011.SH,603011,合锻智能,机床制造,2.38,0.32,21.28
1766,002179.SZ,002179,中航光电,元器件,1.84,0.32,792.98
1767,603330.SH,603330,上海天洋,塑料,3.97,0.32,43.2
1768,603029.SH,603029,天鹅股份,农用机械,3.2,0.32,11.75
1769,601088.SH,601088,中国神华,煤炭开采,3.58,0.32,3344.38
1770,002408.SZ,002408,齐翔腾达,化工原料,2.78,0.31,208.49
1771,603877.SH,603877,太平鸟,服饰,0.83,0.31,241.89
1772,600850.SH,600850,华东电脑,软件服务,5.97,0.31,117.51
1773,002362.SZ,002362,汉王科技,软件服务,2.17,0.31,32.78
1774,600917.SH,600917,重庆燃气,供气供热,3.28,0.31,161.82
1775,000970.SZ,000970,中科三环,元器件,4.58,0.31,101.94
1776,002896.SZ,002896,中大力德,机械基件,5.62,0.31,19.53
1777,002976.SZ,002976,瑞玛工业,元器件,3.12,0.31,6.81
1778,600843.SH,600843,上工申贝,纺织机械,3.45,0.31,18.28
1779,002696.SZ,002696,百洋股份,渔业,2.27,0.31,18.71
1780,601808.SH,601808,中海油服,石油开采,7.59,0.31,440.52
1781,002227.SZ,002227,奥特迅,电气设备,7.84,0.31,36.99
1782,300780.SZ,300780,德恩精工,机械基件,2.8,0.31,9.14
1783,600815.SH,600815,厦工股份,工程机械,4.65,0.31,47.9
1784,603607.SH,603607,京华激光,造纸,5.17,0.31,27.6
1785,002634.SZ,002634,棒杰股份,服饰,6.47,0.31,24.39
1786,601519.SH,601519,大智慧,软件服务,2.25,0.31,171.94
1787,600885.SH,600885,宏发股份,电气设备,5.42,0.31,414.09
1788,300971.SZ,300971,博亚精工,机械基件,2.07,0.31,7.47
1789,603368.SH,603368,柳药股份,医药商业,1.96,0.31,74.97
1790,600118.SH,600118,中国卫星,航空,2.05,0.31,353.45
1791,600538.SH,600538,国发股份,医药商业,4.2,0.31,31.11
1792,603037.SH,603037,凯众股份,汽车配件,2.88,0.31,16.86
1793,300259.SZ,300259,新天科技,电器仪表,2.36,0.31,35.33
1794,002917.SZ,002917,金奥博,化工原料,3.6,0.31,16.04
1795,300062.SZ,300062,中能电气,电气设备,7.78,0.31,18.0
1796,002167.SZ,002167,东方锆业,小金属,5.06,0.31,33.01
1797,603035.SH,603035,常熟汽饰,汽车配件,7.72,0.3,51.97
1798,601869.SH,601869,长飞光纤,通信设备,2.62,0.3,26.32
1799,600301.SH,600301,*ST南化,商贸代理,4.27,0.3,15.52
1800,600805.SH,600805,悦达投资,综合类,3.32,0.3,31.72
1801,300511.SZ,300511,雪榕生物,种植业,3.41,0.3,28.45
1802,601688.SH,601688,华泰证券,证券,1.71,0.3,1077.49
1803,002395.SZ,002395,双象股份,塑料,2.37,0.3,33.55
1804,600856.SH,600856,ST中天,供气供热,8.15,0.3,19.88
1805,002631.SZ,002631,德尔未来,家居用品,2.7,0.3,39.87
1806,002559.SZ,002559,亚威股份,机床制造,3.05,0.3,29.37
1807,603617.SH,603617,君禾股份,专用机械,3.19,0.3,19.49
1808,300594.SZ,300594,朗进科技,运输设备,2.73,0.3,12.83
1809,603329.SH,603329,上海雅仕,仓储物流,4.03,0.3,17.38
1810,300759.SZ,300759,康龙化成,化学制药,3.74,0.3,528.51
1811,603260.SH,603260,合盛硅业,化工原料,7.25,0.3,573.77
1812,300746.SZ,300746,汉嘉设计,建筑工程,3.73,0.3,20.6
1813,000608.SZ,000608,阳光股份,区域地产,3.93,0.3,27.74
1814,300396.SZ,300396,迪瑞医疗,医疗保健,2.23,0.3,54.85
1815,000561.SZ,000561,烽火电子,通信设备,2.69,0.3,38.95
1816,600638.SH,600638,新黄浦,区域地产,2.65,0.3,39.06
1817,600028.SH,600028,中国石化,石油加工,2.28,0.3,4290.54
1818,603555.SH,603555,*ST贵人,服饰,4.0,0.3,16.34
1819,603360.SH,603360,百傲化学,化工原料,0.36,0.3,36.56
1820,300649.SZ,300649,杭州园林,建筑工程,-0.21,0.3,14.46
1821,300822.SZ,300822,贝仕达克,元器件,2.8,0.3,10.52
1822,605268.SH,605268,王力安防,家居用品,2.24,0.3,9.78
1823,002235.SZ,002235,安妮股份,互联网,4.01,0.3,31.31
1824,603600.SH,603600,永艺股份,家居用品,2.62,0.29,32.01
1825,300520.SZ,300520,科大国创,软件服务,4.52,0.29,38.85
1826,002672.SZ,002672,东江环保,环境保护,1.69,0.29,53.1
1827,300455.SZ,300455,康拓红外,运输设备,2.36,0.29,50.58
1828,000757.SZ,000757,浩物股份,汽车配件,3.46,0.29,19.88
1829,300126.SZ,300126,锐奇股份,轻工机械,4.57,0.29,13.97
1830,600209.SH,600209,*ST罗顿,综合类,4.62,0.29,17.91
1831,600353.SH,600353,旭光电子,元器件,1.83,0.29,27.24
1832,603668.SH,603668,天马科技,饲料,2.09,0.29,24.85
1833,603679.SH,603679,华体科技,电气设备,2.82,0.29,26.83
1834,300338.SZ,300338,开元教育,文教休闲,0.2,0.29,14.9
1835,002816.SZ,002816,和科达,专用机械,8.93,0.29,22.46
1836,601208.SH,601208,东材科技,化工原料,2.67,0.29,94.22
1837,601177.SH,601177,杭齿前进,机械基件,3.77,0.29,31.96
1838,002952.SZ,002952,亚世光电,元器件,2.13,0.29,9.36
1839,000517.SZ,000517,荣安地产,区域地产,2.17,0.29,69.75
1840,300808.SZ,300808,久量股份,家用电器,2.14,0.29,6.85
1841,603955.SH,603955,大千生态,环境保护,1.3,0.29,17.93
1842,300876.SZ,300876,蒙泰高新,化纤,3.83,0.29,7.48
1843,600901.SH,600901,江苏租赁,多元金融,0.18,0.29,163.55
1844,002898.SZ,002898,赛隆药业,化学制药,1.53,0.29,10.07
1845,300960.SZ,300960,通业科技,电气设备,4.27,0.29,6.76
1846,002067.SZ,002067,景兴纸业,造纸,0.25,0.29,40.36
1847,600612.SH,600612,老凤祥,服饰,1.13,0.29,184.81
1848,600202.SH,600202,哈空调,电气设备,0.26,0.29,15.07
1849,002200.SZ,002200,ST云投,环境保护,3.7,0.29,8.68
1850,600133.SH,600133,东湖高新,园区开发,2.03,0.29,46.86
1851,603269.SH,603269,海鸥股份,机械基件,3.25,0.29,12.16
1852,600192.SH,600192,长城电工,电气设备,2.88,0.29,18.95
1853,603319.SH,603319,湘油泵,汽车配件,8.77,0.29,37.86
1854,000922.SZ,000922,佳电股份,电气设备,2.73,0.29,43.04
1855,600101.SH,600101,明星电力,水力发电,1.57,0.29,24.57
1856,603357.SH,603357,设计总院,建筑工程,1.85,0.29,40.0
1857,000835.SZ,000835,*ST长动,影视音像,7.79,0.29,7.97
1858,600372.SH,600372,中航电子,航空,2.18,0.28,298.87
1859,603697.SH,603697,有友食品,食品,2.33,0.28,16.2
1860,603980.SH,603980,吉华集团,染料涂料,0.71,0.28,46.9
1861,000638.SZ,000638,万方发展,软件服务,8.18,0.28,18.01
1862,300879.SZ,300879,大叶股份,农用机械,1.34,0.28,9.65
1863,603086.SH,603086,先达股份,农药化肥,2.84,0.28,22.17
1864,300174.SZ,300174,元力股份,化工原料,3.79,0.28,45.48
1865,600804.SH,600804,鹏博士,电信运营,2.34,0.28,75.06
1866,603662.SH,603662,柯力传感,电器仪表,2.47,0.28,20.57
1867,600510.SH,600510,黑牡丹,全国地产,3.24,0.28,71.21
1868,600232.SH,600232,金鹰股份,纺织,3.66,0.28,18.6
1869,600586.SH,600586,金晶科技,玻璃,2.54,0.28,98.01
1870,002788.SZ,002788,鹭燕医药,医药商业,2.78,0.28,31.16
1871,002948.SZ,002948,青岛银行,银行,1.71,0.28,30.37
1872,000563.SZ,000563,陕国投A,多元金融,1.82,0.28,133.19
1873,603895.SH,603895,天永智能,专用机械,5.21,0.28,19.88
1874,003002.SZ,003002,壶化股份,化工原料,2.79,0.28,6.71
1875,300050.SZ,300050,世纪鼎利,软件服务,2.1,0.28,24.26
1876,603917.SH,603917,合力科技,汽车配件,1.39,0.28,14.85
1877,300009.SZ,300009,安科生物,生物制药,10.27,0.28,191.77
1878,300232.SZ,300232,洲明科技,半导体,2.12,0.28,59.78
1879,300779.SZ,300779,惠城环保,环境保护,1.54,0.28,11.13
1880,300781.SZ,300781,因赛集团,广告包装,1.64,0.28,7.51
1881,002623.SZ,002623,亚玛顿,玻璃,1.96,0.28,51.56
1882,603599.SH,603599,广信股份,农药化肥,5.25,0.28,131.39
1883,300355.SZ,300355,蒙草生态,环境保护,6.45,0.28,56.1
1884,002939.SZ,002939,长城证券,证券,1.58,0.28,170.74
1885,300076.SZ,300076,GQY视讯,IT设备,2.68,0.28,17.55
1886,000700.SZ,000700,模塑科技,汽车配件,2.32,0.28,46.33
1887,001696.SZ,001696,宗申动力,摩托车,2.65,0.28,61.37
1888,300867.SZ,300867,圣元环保,环境保护,1.37,0.28,18.55
1889,002641.SZ,002641,永高股份,塑料,3.08,0.28,71.74
1890,300685.SZ,300685,艾德生物,生物制药,4.56,0.28,197.86
1891,002839.SZ,002839,张家港行,银行,2.52,0.27,82.07
1892,603926.SH,603926,铁流股份,汽车配件,2.8,0.27,21.16
1893,000014.SZ,000014,沙河股份,全国地产,1.93,0.27,16.0
1894,300569.SZ,300569,天能重工,专用机械,3.56,0.27,39.01
1895,605158.SH,605158,华达新材,钢加工,2.32,0.27,11.27
1896,002105.SZ,002105,信隆健康,文教休闲,2.6,0.27,29.04
1897,000965.SZ,000965,天保基建,区域地产,2.26,0.27,30.08
1898,000885.SZ,000885,城发环境,公路,2.46,0.27,64.14
1899,003017.SZ,003017,大洋生物,化工原料,2.23,0.27,6.11
1900,002287.SZ,002287,奇正藏药,中成药,3.2,0.27,141.44
1901,600469.SH,600469,风神股份,汽车配件,1.44,0.27,27.67
1902,002285.SZ,002285,世联行,房产服务,4.73,0.27,124.85
1903,300270.SZ,300270,中威电子,通信设备,1.97,0.27,10.26
1904,002938.SZ,002938,鹏鼎控股,元器件,0.75,0.27,158.78
1905,000551.SZ,000551,创元科技,专用机械,1.34,0.27,33.25
1906,002083.SZ,002083,孚日股份,纺织,2.66,0.27,38.39
1907,601908.SH,601908,京运通,新型电力,5.48,0.27,165.02
1908,600293.SH,600293,三峡新材,互联网,0.0,0.27,37.36
1909,002471.SZ,002471,中超控股,电气设备,0.34,0.27,37.83
1910,002661.SZ,002661,克明面业,食品,0.83,0.27,48.0
1911,002154.SZ,002154,报喜鸟,服饰,4.2,0.27,54.17
1912,300147.SZ,300147,香雪制药,中成药,2.63,0.27,53.56
1913,600768.SH,600768,宁波富邦,铝,3.05,0.27,11.3
1914,300018.SZ,300018,中元股份,电气设备,2.88,0.27,20.99
1915,600643.SH,600643,爱建集团,多元金融,3.3,0.27,116.73
1916,600130.SH,600130,波导股份,通信设备,1.16,0.27,26.73
1917,603638.SH,603638,艾迪精密,专用机械,1.24,0.27,336.51
1918,300045.SZ,300045,华力创通,IT设备,-0.23,0.27,37.93
1919,000677.SZ,000677,恒天海龙,化纤,3.24,0.27,24.8
1920,603286.SH,603286,日盈电子,汽车配件,2.11,0.27,12.37
1921,002486.SZ,002486,嘉麟杰,服饰,2.06,0.27,24.71
1922,300540.SZ,300540,深冷股份,专用机械,3.88,0.27,16.01
1923,000597.SZ,000597,东北制药,化学制药,5.0,0.27,66.74
1924,002995.SZ,002995,天地在线,互联网,1.36,0.27,7.45
1925,002722.SZ,002722,金轮股份,纺织机械,0.5,0.27,21.04
1926,600705.SH,600705,中航资本,多元金融,1.79,0.26,353.7
1927,300589.SZ,300589,江龙船艇,船舶,1.91,0.26,24.6
1928,600822.SH,600822,上海物贸,商贸代理,4.68,0.26,38.11
1929,002975.SZ,002975,博杰股份,专用机械,2.79,0.26,31.14
1930,002986.SZ,002986,宇新股份,化工原料,3.02,0.26,10.72
1931,002340.SZ,002340,格林美,小金属,2.48,0.26,510.96
1932,600867.SH,600867,通化东宝,生物制药,2.84,0.26,256.01
1933,002389.SZ,002389,航天彩虹,元器件,2.16,0.26,184.34
1934,002712.SZ,002712,思美传媒,广告包装,-2.81,0.26,29.75
1935,603320.SH,603320,迪贝电气,机械基件,2.07,0.26,14.77
1936,600177.SH,600177,雅戈尔,服饰,3.01,0.26,348.56
1937,300379.SZ,300379,东方通,软件服务,0.18,0.26,101.59
1938,300745.SZ,300745,欣锐科技,汽车配件,9.01,0.26,25.77
1939,300459.SZ,300459,金科文化,互联网,3.09,0.26,98.03
1940,603089.SH,603089,正裕工业,汽车配件,0.44,0.26,20.09
1941,603087.SH,603087,甘李药业,生物制药,1.77,0.26,71.32
1942,002669.SZ,002669,康达新材,化工原料,1.9,0.26,30.88
1943,603585.SH,603585,苏利股份,化工原料,1.7,0.26,26.87
1944,300043.SZ,300043,星辉娱乐,文教休闲,0.92,0.26,30.95
1945,000599.SZ,000599,青岛双星,汽车配件,1.9,0.26,35.12
1946,300201.SZ,300201,海伦哲,专用机械,10.07,0.26,30.0
1947,002589.SZ,002589,瑞康医药,医药商业,3.72,0.26,54.37
1948,300800.SZ,300800,力合科技,环境保护,2.21,0.26,27.35
1949,300845.SZ,300845,捷安高科,软件服务,2.02,0.26,5.13
1950,601233.SH,601233,桐昆股份,化纤,1.5,0.26,494.11
1951,000338.SZ,000338,潍柴动力,汽车配件,2.87,0.26,744.88
1952,603939.SH,603939,益丰药房,医药商业,1.86,0.26,446.92
1953,000567.SZ,000567,海德股份,多元金融,0.72,0.26,62.95
1954,601878.SH,601878,浙商证券,证券,2.21,0.26,468.74
1955,603810.SH,603810,丰山集团,农药化肥,1.6,0.25,12.64
1956,603580.SH,603580,艾艾精工,化工原料,-1.84,0.25,13.96
1957,300766.SZ,300766,每日互动,互联网,6.05,0.25,41.78
1958,603386.SH,603386,广东骏亚,元器件,3.57,0.25,38.02
1959,300237.SZ,300237,美晨生态,建筑工程,2.5,0.25,35.42
1960,600067.SH,600067,冠城大通,全国地产,2.1,0.25,50.88
1961,300371.SZ,300371,汇中股份,电器仪表,1.52,0.25,13.21
1962,300889.SZ,300889,爱克股份,电气设备,3.13,0.25,8.85
1963,300284.SZ,300284,苏交科,建筑工程,1.45,0.25,38.77
1964,300304.SZ,300304,云意电气,汽车配件,3.85,0.25,43.21
1965,600651.SH,600651,飞乐音响,电器仪表,2.77,0.25,32.91
1966,002799.SZ,002799,环球印务,广告包装,0.9,0.25,36.26
1967,000682.SZ,000682,东方电子,软件服务,2.86,0.25,45.67
1968,300980.SZ,300980,祥源新材,塑料,2.38,0.25,7.59
1969,600439.SH,600439,瑞贝卡,服饰,2.17,0.25,37.36
1970,000610.SZ,000610,西安旅游,旅游服务,1.89,0.25,21.56
1971,000637.SZ,000637,茂化实华,石油加工,2.34,0.25,14.4
1972,600108.SH,600108,亚盛集团,农业综合,2.85,0.25,56.27
1973,002574.SZ,002574,明牌珠宝,服饰,2.41,0.25,22.44
1974,600795.SH,600795,国电电力,火力发电,2.89,0.25,489.29
1975,600969.SH,600969,郴电国际,水力发电,1.37,0.25,24.65
1976,601018.SH,601018,宁波港,港口,1.97,0.25,546.67
1977,601020.SH,601020,ST华钰,铅锌,8.53,0.25,40.15
1978,601021.SH,601021,春秋航空,空运,1.8,0.25,576.82
1979,601086.SH,601086,国芳集团,百货,2.04,0.25,26.64
1980,002414.SZ,002414,高德红外,电器仪表,2.75,0.25,455.29
1981,300003.SZ,300003,乐普医疗,医疗保健,3.81,0.25,494.91
1982,601288.SH,601288,农业银行,银行,2.47,0.25,9762.64
1983,600153.SH,600153,建发股份,商贸代理,2.37,0.25,233.05
1984,002037.SZ,002037,保利联合,化工原料,2.65,0.25,20.3
1985,600797.SH,600797,浙大网新,软件服务,1.13,0.25,64.63
1986,600305.SH,600305,恒顺醋业,食品,0.89,0.25,215.43
1987,000851.SZ,000851,高鸿股份,软件服务,0.0,0.25,54.47
1988,603189.SH,603189,网达软件,软件服务,0.59,0.25,37.76
1989,603013.SH,603013,亚普股份,汽车配件,2.71,0.25,71.6
1990,002363.SZ,002363,隆基机械,汽车配件,4.1,0.25,21.12
1991,300462.SZ,300462,华铭智能,专用机械,1.5,0.25,13.78
1992,002859.SZ,002859,洁美科技,元器件,2.09,0.25,113.2
1993,300074.SZ,300074,华平股份,通信设备,1.57,0.25,18.93
1994,002494.SZ,002494,华斯股份,服饰,2.2,0.25,10.97
1995,300188.SZ,300188,美亚柏科,软件服务,0.53,0.24,102.1
1996,600833.SH,600833,第一医药,医药商业,2.3,0.24,20.88
1997,300269.SZ,300269,ST联建,半导体,2.33,0.24,8.58
