,ts_code,symbol,name,industry,COL_MA_A,COL_MA_B,COL_MA_GAP,COL_LASTPRICE,concept
807,300212.SZ,300212,易华录,软件服务,33.73,32.68,3.21,35.0,"阿里巴巴概念股, 央企改革, 业绩预增, 物联网, 百度概念股, 无人驾驶, 雄安-智慧城市, 养老产业, 智慧停车, PPP, 小米概念股, 数字中国, 雄安新区, 京津冀, 大数据, 云计算, 智慧城市, 智慧安防, 独角兽, 电子车牌, "
808,300173.SZ,300173,智慧松德,轻工机械,6.44,6.24,3.21,5.63,"工业自动化, 智能制造, 3D玻璃, 股权转让, 国资入股, 资产重组, 机器人, "
809,603848.SH,603848,好太太,家居用品,21.48,20.81,3.22,22.0,"家具家居, "
810,000909.SZ,000909,数源科技,综合类,9.26,8.97,3.23,8.73,"浙江国企改革, 物联网, 无人驾驶, 智慧停车, 新能源汽车, 充电桩, "
811,600078.SH,600078,澄星股份,化工原料,4.78,4.63,3.24,4.58,"水电, 磷化工, "
812,002792.SZ,002792,通宇通讯,通信设备,34.33,33.25,3.25,32.95,"5G, 光通信, 华为产业链, "
813,600777.SH,600777,新潮能源,综合类,2.86,2.77,3.25,2.61,"MSCI, 油服, 油气改革, 可燃冰, 赛马, 业绩预增, 天然气, 低价股, "
814,600018.SH,600018,上港集团,港口,8.53,8.26,3.27,7.88,"高股息, 白马股, MSCI, 一带一路, 港口, 环杭州湾大湾区, 上海国企改革, 自贸区, 足球, 自由贸易港, 上海自由贸易港, "
815,002628.SZ,002628,成都路桥,建筑施工,6.58,6.37,3.3,5.96,"大基建, "
816,000048.SZ,000048,*ST康达,饲料,22.88,22.15,3.3,22.47,"饲料, 养猪, 房地产, 土地流转, ST股, "
817,600299.SH,600299,安迪苏,化学制药,14.3,13.84,3.32,12.6,"高股息, 央企改革, 维生素, 动物保健, "
818,002259.SZ,002259,ST升达,供气供热,2.8,2.71,3.32,2.41,"天然气, 低价股, 股权转让, 股权争夺, ST股, 壳公司, "
819,002459.SZ,002459,天业通联,工程机械,13.06,12.64,3.32,13.02,"光伏, 机械, 雄安新区, 雄安-工程基建, 移动支付, 高铁轨交, 资产重组, "
820,603698.SH,603698,航天工程,专用机械,20.49,19.83,3.33,19.82,"国家队重仓, 央企改革, 军工研究所, 军工, 煤化工, "
821,002158.SZ,002158,汉钟精机,工程机械,11.47,11.1,3.33,12.32,"雄安-公共服务, 燃料电池, 冷链, 雄安新区, 地热, "
822,601336.SH,601336,新华保险,保险,61.41,59.43,3.33,59.1,"保险, MSCI, 业绩预增, 养老产业, 独角兽, 蚂蚁金服概念股, "
823,600540.SH,600540,新赛股份,种植业,5.57,5.39,3.34,4.97,"棉花, 新疆, 农垦, 新疆国企改革, 农业种植, 股权转让, "
824,603589.SH,603589,口子窖,白酒,59.28,57.36,3.35,62.86,"MSCI, 白酒, "
825,300432.SZ,300432,富临精工,汽车配件,7.69,7.44,3.36,7.28,"破净股, 汽车零部件, 高质押率, 锂电池, 新能源汽车, "
826,002479.SZ,002479,富春环保,火力发电,6.15,5.95,3.36,5.86,"固废处理, 回购, 定增破发, 环保, "
827,002266.SZ,002266,浙富控股,电气设备,5.54,5.36,3.36,5.2,"水电, 核电, 水利, "
828,601999.SH,601999,出版传媒,出版业,7.36,7.12,3.37,6.8,"教育, "
829,600228.SH,600228,ST昌九,化工原料,9.49,9.18,3.38,9.04,"ST股, "
830,603008.SH,603008,喜临门,家居用品,12.52,12.11,3.39,11.15,"社保重仓, 股权转让, 家具家居, 影视, "
831,000159.SZ,000159,国际实业,石油贸易,12.15,11.75,3.4,10.98,"油气改革, 一带一路, 回购, 石油化工, 新疆, 壳公司, 强势人气股, "
832,600519.SH,600519,贵州茅台,白酒,948.85,917.67,3.4,945.0,"高价股, 白马股, MSCI, 大消费, 白酒, 大数据, "
833,300375.SZ,300375,鹏翎股份,汽车配件,8.51,8.23,3.4,8.3,"社保重仓, 汽车零部件, 资产重组, "
834,300718.SZ,300718,长盛轴承,机械基件,20.25,19.58,3.42,19.65,"特斯拉, "
835,002445.SZ,002445,ST中南,影视音像,2.72,2.63,3.42,2.6,"破净股, 直播/短视频, 低价股, 资产重组, 独角兽, ST股, 游戏, 手游, 影视, "
836,000835.SZ,000835,长城动漫,影视音像,5.72,5.53,3.44,5.26,"二胎, 教育, 社保重仓, 游戏, 手游, 动漫, "
837,002757.SZ,002757,南兴装备,家居用品,35.41,34.23,3.45,38.79,"云计算, 高送转, "
838,002211.SZ,002211,宏达新材,橡胶,6.56,6.34,3.47,6.06,"有机硅, 雄安-园林环保, 雄安新区, 股权转让, "
839,000586.SZ,000586,汇源通信,通信设备,11.86,11.46,3.49,11.16,"5G, 光通信, 智慧安防, 壳公司, "
840,600438.SH,600438,通威股份,饲料,14.09,13.61,3.53,14.23,"MSCI, 乡村振兴, 饲料, 业绩预增, 光伏, 举牌股, "
841,600165.SH,600165,新日恒力,钢加工,6.14,5.93,3.54,5.32,"壳公司, 宁夏, "
842,002196.SZ,002196,方正电机,纺织机械,7.01,6.77,3.55,6.78,"特斯拉, "
843,600640.SH,600640,号百控股,影视音像,18.36,17.73,3.55,17.79,"阿里巴巴概念股, 央企改革, 旅游, 彩票, 游戏, 手游, 广电, "
844,002569.SZ,002569,步森股份,服饰,13.12,12.67,3.55,11.71,"新零售, 供应链金融, 纺织服装, 股权争夺, 壳公司, "
845,300739.SZ,300739,明阳电路,元器件,26.16,25.26,3.56,25.21,"PCB板, 人民币贬值受益, "
846,300241.SZ,300241,瑞丰光电,半导体,7.86,7.59,3.56,7.62,"汽车零部件, 举牌股, LED, 虹膜识别, "
847,300069.SZ,300069,金利华电,电气设备,13.96,13.48,3.56,13.29,"特高压, 燃料电池, 影视, "
848,603222.SH,603222,济民制药,化学制药,30.17,29.13,3.57,29.3,"民营医院, 海南自由贸易港, 医疗器械, 自贸区, 自由贸易港, "
849,000409.SZ,000409,*ST地矿,综合类,6.96,6.72,3.57,6.81,"山东国企改革, 雄安新区, 雄安-工程基建, 股权转让, 国资入股, 资产重组, ST股, "
850,002245.SZ,002245,澳洋顺昌,仓储物流,5.78,5.58,3.58,5.58,"锂电池, 新能源汽车, 快递物流, 股权转让, LED, "
851,002524.SZ,002524,光正集团,医疗保健,6.08,5.87,3.58,6.07,"一带一路, 民营医院, 装配式建筑, 新疆, 眼科, 壳公司, 创投, "
852,300301.SZ,300301,长方集团,半导体,4.91,4.74,3.59,4.56,"教育, LED, "
853,600397.SH,600397,安源煤业,煤炭开采,3.45,3.33,3.6,3.08,"煤炭, ST股, "
854,000836.SZ,000836,富通鑫茂,通信设备,5.16,4.98,3.61,5.06,"5G, 光通信, 无人驾驶, 股权转让, 智慧安防, 独角兽, "
855,600152.SH,600152,维科技术,电气设备,8.02,7.74,3.62,7.01,"业绩预增, 纺织服装, 定增破发, 锂电池, 新能源汽车, 石墨烯, "
856,002139.SZ,002139,拓邦股份,元器件,6.58,6.35,3.62,6.46,"阿里巴巴概念股, 回购, 物联网, 锂电池, 智能制造, 新能源汽车, 区块链, 智慧安防, 机器人, "
857,000890.SZ,000890,法尔胜,钢加工,7.45,7.19,3.62,8.1,"5G, 供应链金融, 京东金融概念股, 独角兽, "
858,601799.SH,601799,星宇股份,汽车配件,70.27,67.8,3.64,71.64,"汽车零部件, 无人驾驶, "
859,603013.SH,603013,亚普股份,汽车配件,20.45,19.73,3.65,18.65,"汽车零部件, "
860,002511.SZ,002511,中顺洁柔,造纸,10.48,10.11,3.66,10.68,"社保重仓, 回购, 造纸, "
861,002662.SZ,002662,京威股份,汽车配件,5.67,5.47,3.66,5.3,"高股息, 新能源整车, 汽车零部件, 无人驾驶, 燃料电池, 新能源汽车, "
862,002303.SZ,002303,美盈森,造纸,6.78,6.54,3.67,6.68,"军工, 军民融合, 工业自动化, 智能制造, 包装印刷, "
863,002446.SZ,002446,盛路通信,通信设备,11.59,11.18,3.67,12.11,"5G, 华为产业链, 军工, 军民融合, 物联网, 无人驾驶, 北斗导航, "
864,002311.SZ,002311,海大集团,饲料,30.11,29.04,3.68,31.0,"MSCI, 新进指数成份股, 社保重仓, 饲料, 养猪, 供应链金融, "
865,600444.SH,600444,国机通用,塑料,13.41,12.93,3.71,12.04,"央企改革, 年报季报, "
866,603618.SH,603618,杭电股份,电气设备,7.53,7.26,3.72,7.08,"5G, 特高压, 光通信, 石墨烯, "
867,002669.SZ,002669,康达新材,化工原料,15.32,14.77,3.72,14.55,"业绩预增, 军工, 军民融合, 股权转让, 国资入股, "
868,300046.SZ,300046,台基股份,半导体,18.61,17.94,3.73,18.19,"半导体, 影视, "
869,600736.SH,600736,苏州高新,园区开发,8.89,8.57,3.73,8.82,"特色小镇, 房地产, 独角兽, 创投, "
870,601238.SH,601238,广汽集团,汽车整车,13.86,13.36,3.74,12.91,"MSCI, 新能源整车, 汽车整车, 华为产业链, 蔚来汽车概念股, 汽车零部件, 宁德时代概念股, 无人驾驶, 新能源汽车, 腾讯概念股, 独角兽, "
871,600422.SH,600422,昆药集团,中成药,13.59,13.1,3.74,12.13,"国家队重仓, 回购, 医药, 中药, 创新药, 化学药, 独角兽, "
872,600975.SH,600975,新五丰,农业综合,14.71,14.18,3.74,13.86,"养猪, 湖南国企改革, "
873,002198.SZ,002198,嘉应制药,中成药,11.07,10.67,3.75,9.75,"医药, 中药, "
874,601888.SH,601888,中国国旅,旅游服务,77.15,74.36,3.75,77.3,"MSCI, 中字头, 人民币升值受益, 阿里巴巴概念股, 大消费, 央企改革, 旅游, 中韩自贸区, 海南自由贸易港, 自贸区, 自由贸易港, 股权转让, "
875,600209.SH,600209,*ST罗顿,综合类,5.52,5.32,3.76,4.91,"土地流转, 海南自由贸易港, 快递物流, 自贸区, 区块链, 自由贸易港, ST股, 装修装饰, 海南, "
876,002019.SZ,002019,亿帆医药,化学制药,16.0,15.42,3.76,15.34,"MSCI, 社保重仓, 宝能系, 医药, 创新药, 化学药, 维生素, "
877,600163.SH,600163,中闽能源,新型电力,4.97,4.79,3.76,4.52,"风电, 债转股-AMC, 复牌股, "
878,000514.SZ,000514,渝开发,区域地产,6.3,6.07,3.79,5.54,"重庆国企改革, 债转股-AMC, 房地产, "
879,000983.SZ,000983,西山煤电,煤炭开采,7.1,6.84,3.8,6.87,"MSCI, 煤炭, 社保重仓, 天然气, 山西国企改革, "
880,002176.SZ,002176,江特电机,电气设备,6.83,6.58,3.8,6.36,"汽车整车, 锂电池, 智能制造, 新能源汽车, 机器人, "
881,000875.SZ,000875,吉电股份,火力发电,3.54,3.41,3.81,3.33,"火电, 电改, 央企改革, 破净股, 风电, 光伏, "
882,002260.SZ,002260,*ST德奥,航空,3.54,3.41,3.81,3.15,"通用航空, 农机, 小家电, 家电, ST股, 壳公司, "
883,300234.SZ,300234,开尔新材,陶瓷,11.7,11.27,3.82,10.77,"回购, 高质押率, 装修装饰, "
884,603042.SH,603042,华脉科技,通信设备,16.81,16.19,3.83,16.47,"5G, 光通信, "
885,002746.SZ,002746,仙坛股份,农业综合,25.94,24.98,3.84,26.58,"业绩预增, 养鸡, 高送转, "
886,002481.SZ,002481,双塔食品,食品,4.6,4.43,3.84,4.11,"海底捞概念股, 业绩预增, 保健品, 食品, 山东国企改革, 燃料乙醇, "
887,603320.SH,603320,迪贝电气,机械基件,21.66,20.86,3.84,22.44,
888,600817.SH,600817,ST宏盛,多元金融,9.96,9.59,3.86,8.83,"股权转让, ST股, 壳公司, "
889,300735.SZ,300735,光弘科技,通信设备,27.9,26.86,3.87,25.0,"华为产业链, 小米概念股, 透明工厂, "
890,300217.SZ,300217,东方电热,电器仪表,3.48,3.35,3.88,3.43,"5G, 油服, 业绩预增, 光伏, 3D玻璃, "
891,300341.SZ,300341,麦克奥迪,电气设备,7.22,6.95,3.88,7.86,
892,300228.SZ,300228,富瑞特装,化工机械,8.28,7.97,3.89,7.8,"海工装备, 新能源整车, 油气改革, 可燃冰, 页岩气, 天然气, 燃料电池, 新能源汽车, "
893,600071.SH,600071,凤凰光学,元器件,13.63,13.12,3.89,12.09,"央企改革, 军工研究所, 军工, 智能制造, 智慧安防, "
894,002938.SZ,002938,鹏鼎控股,元器件,30.39,29.25,3.9,29.34,"密集调研, PCB板, 苹果产业链, "
895,000669.SZ,000669,金鸿控股,供气供热,7.44,7.16,3.91,6.56,"油气改革, 天然气, 燃料电池, "
896,002167.SZ,002167,东方锆业,小金属,8.23,7.92,3.91,7.2,"有色-锆, 一带一路, 央企改革, 核电, 航母, 有色金属, 黄金, "
897,002727.SZ,002727,一心堂,医药商业,28.08,27.02,3.92,27.6,"医药商业, 医药, 医疗信息化, "
898,300310.SZ,300310,宜通世纪,通信设备,7.15,6.88,3.92,7.92,"混改, 华为产业链, 物联网, 定增破发, 互联网医疗, 工业互联网, "
899,600073.SH,600073,上海梅林,食品,9.8,9.43,3.92,10.37,"食品, 休闲食品, 万达系, 上海国企改革, 进口博览会, "
900,600075.SH,600075,新疆天业,化工原料,7.41,7.13,3.93,6.56,"烧碱, PVC, 一带一路, 煤化工, 新疆, 农机, 新疆国企改革, "
901,600863.SH,600863,内蒙华电,火力发电,3.17,3.05,3.93,3.2,"火电, MSCI, 内蒙古, 电改, 央企改革, 业绩预增, 风电, 低价股, "
902,002498.SZ,002498,汉缆股份,电气设备,3.43,3.3,3.94,3.35,"特高压, "
903,000868.SZ,000868,*ST安凯,汽车整车,3.91,3.76,3.99,3.91,"新能源整车, 汽车整车, 安徽国企改革, 无人驾驶, 定增破发, PPP, 新能源汽车, "
904,300282.SZ,300282,三盛教育,文教休闲,15.28,14.69,4.02,15.0,"教育, 定增破发, "
905,601138.SH,601138,工业富联,通信设备,17.06,16.4,4.02,16.01,"MSCI, 新进指数成份股, 华为产业链, 工业自动化, 智能制造, 大数据, 云计算, 工业互联网, 苹果产业链, "
906,000700.SZ,000700,模塑科技,汽车配件,4.4,4.23,4.02,4.08,"民营医院, 汽车零部件, 无人驾驶, 定增破发, "
907,300115.SZ,300115,长盈精密,元器件,13.94,13.4,4.03,13.56,"华为产业链, 社保重仓, 宁德时代概念股, 小米概念股, 智能制造, 苹果产业链, 国产芯片, 独角兽, 机器人, "
908,600804.SH,600804,鹏博士,电信运营,11.59,11.14,4.04,11.71,"5G, 安邦系, 光通信, 新进指数成份股, 教育, 回购, 物联网, 谷歌概念股, 大数据, 云计算, 智慧城市, 智慧安防, "
909,600421.SH,600421,ST仰帆,机械基件,15.97,15.34,4.11,15.09,"股权争夺, ST股, 壳公司, "
910,601218.SH,601218,吉鑫科技,机械基件,3.54,3.4,4.12,3.29,"回购, 风电, 年报季报, "
911,600225.SH,600225,天津松江,区域地产,5.03,4.83,4.14,4.28,"国家队重仓, 房地产, 京津冀, 云计算, 智慧城市, 天津国企改革, 股权转让, 体育产业, ST摘帽, "
912,002203.SZ,002203,海亮股份,铜,10.02,9.62,4.16,10.75,"有色金属, 有色-钴, 工业自动化, 智能制造, 有色-铜, "
913,000582.SZ,000582,北部湾港,港口,10.49,10.07,4.17,9.65,"东盟博览会, 港口, 回购, 广西, "
914,600277.SH,600277,亿利洁能,综合类,8.5,8.16,4.17,8.95,"烧碱, PVC, 内蒙古, 光伏, "
915,601633.SH,601633,长城汽车,汽车整车,10.0,9.6,4.17,9.41,"新能源整车, 汽车整车, 百度概念股, 无人驾驶, 燃料电池, 新能源汽车, 共享经济, "
916,600110.SH,600110,诺德股份,电气设备,5.48,5.26,4.18,5.8,"中科院系, 宁德时代概念股, "
917,300086.SZ,300086,康芝药业,化学制药,7.68,7.37,4.21,7.4,"二胎, 民营医院, 医药, 化学药, 海南自由贸易港, 基因测序, 自贸区, 自由贸易港, 海南, "
918,002759.SZ,002759,天际股份,家用电器,10.86,10.42,4.22,10.73,"业绩预增, 小家电, 高质押率, 家电, 锂电池, 新能源汽车, "
919,300050.SZ,300050,世纪鼎利,软件服务,7.38,7.08,4.24,8.06,"5G, 阿里巴巴概念股, 教育, 物联网, 定增破发, 大数据, 无人商店, 股权转让, "
920,002666.SZ,002666,德联集团,化工原料,5.63,5.4,4.26,5.56,"蔚来汽车概念股, "
921,000811.SZ,000811,冰轮环境,工程机械,10.02,9.61,4.27,9.0,"中韩自贸区, 山东国企改革, 冷链, 自贸区, 地热, 创投, "
922,600099.SH,600099,林海股份,摩托车,8.54,8.19,4.27,8.13,"央企改革, 乡村振兴, "
923,002157.SZ,002157,正邦科技,饲料,20.42,19.58,4.29,22.0,"阿里巴巴概念股, 饲料, 养猪, 土地流转, "
924,600977.SH,600977,中国电影,影视音像,19.82,19.0,4.32,18.22,"MSCI, 中字头, 央企改革, 社保重仓, 影视, "
925,002600.SZ,002600,领益智造,元器件,6.26,6.0,4.33,6.32,"OLED, 华为产业链, 稀土磁材, 小米概念股, 苹果产业链, 强势人气股, "
926,002451.SZ,002451,摩恩电气,电气设备,14.41,13.81,4.34,14.61,"供应链金融, 债转股-AMC, 新能源汽车, 充电桩, 创投, "
927,300711.SZ,300711,广哈通信,通信设备,23.04,22.08,4.35,21.06,"5G, 军工, 军民融合, "
928,600853.SH,600853,龙建股份,建筑施工,5.03,4.82,4.36,4.75,"振兴东北, 大基建, PPP, "
929,300444.SZ,300444,双杰电气,电气设备,9.98,9.56,4.39,9.76,"业绩预增, 锂电池, 新能源汽车, "
930,300268.SZ,300268,佳沃股份,农业综合,17.2,16.47,4.43,17.47,"海底捞概念股, 食品, 区块链, 独角兽, "
931,300191.SZ,300191,潜能恒信,石油开采,19.79,18.95,4.43,18.58,"油服, 海工装备, 油气改革, 可燃冰, 页岩气, 天然气, "
932,002656.SZ,002656,摩登大道,服饰,7.51,7.19,4.45,7.25,"纺织服装, 定增破发, 高质押率, 股权转让, VR&AR, 资产重组, "
933,000713.SZ,000713,丰乐种业,种植业,6.8,6.51,4.45,6.95,"农药, 安徽国企改革, 转基因, 乡村振兴, 业绩预增, 农业种植, "
934,600248.SH,600248,延长化建,建筑施工,5.39,5.16,4.46,5.47,"中科院系, 大基建, 资产重组, "
935,000506.SZ,000506,中润资源,区域地产,4.2,4.02,4.48,4.05,"房地产, 资产重组, 手游, 黄金, "
936,300694.SZ,300694,蠡湖股份,汽车配件,26.12,25.0,4.48,22.56,"汽车零部件, 燃料电池, "
937,603499.SH,603499,翔港科技,广告包装,32.97,31.55,4.5,34.05,"包装印刷, 化妆品, "
938,600505.SH,600505,西昌电力,水力发电,8.79,8.41,4.52,8.18,"水电, 央企改革, 业绩预增, "
939,002102.SZ,002102,ST冠福,化学制药,2.31,2.21,4.52,2.26,"破净股, 医药, 化学药, 维生素, 低价股, 股权转让, ST股, "
940,002231.SZ,002231,奥维通信,通信设备,8.52,8.15,4.54,8.09,"5G, 养老产业, 壳公司, "
941,603266.SH,603266,天龙股份,塑料,23.83,22.79,4.56,23.57,
942,000760.SZ,000760,斯太尔,汽车配件,3.65,3.49,4.58,3.2,"军工, 军民融合, 汽车零部件, 工业自动化, 智能制造, 强势人气股, "
943,002630.SZ,002630,华西能源,专用机械,4.09,3.91,4.6,3.77,"石墨烯, 资产重组, "
944,300632.SZ,300632,光莆股份,半导体,21.09,20.16,4.61,19.85,"民营医院, 业绩预增, LED, 虹膜识别, "
945,002739.SZ,002739,万达电影,影视音像,24.41,23.33,4.63,22.75,"阿里巴巴概念股, 大消费, 资产重组, 影视, "
946,000833.SZ,000833,粤桂股份,造纸,6.74,6.44,4.66,5.97,"食品, 白糖, 造纸, 广西, "
947,300511.SZ,300511,雪榕生物,种植业,9.61,9.18,4.68,9.29,"海底捞概念股, 农业种植, 独角兽, "
948,000680.SZ,000680,山推股份,工程机械,4.67,4.46,4.71,4.39,"一带一路, 机械, 山东国企改革, "
949,000592.SZ,000592,平潭发展,林业,4.45,4.25,4.71,4.27,"赛马, 民营医院, 福建自贸区, 光伏, 土地流转, 林业, 自贸区, 体育产业, "
950,000922.SZ,000922,佳电股份,电气设备,11.75,11.22,4.72,11.78,"电改, 央企改革, 核电, 业绩预增, 工业自动化, 智能制造, ST摘帽, "
951,002099.SZ,002099,海翔药业,化学制药,9.52,9.09,4.73,8.99,"回购, 业绩预增, 染料, 医药, 化学药, "
952,300238.SZ,300238,冠昊生物,医疗保健,18.77,17.92,4.74,19.94,"健康中国, 脑科学, 医药, 创新药, 医疗器械, 创投, "
953,600609.SH,600609,金杯汽车,汽车配件,5.01,4.78,4.81,4.7,"汽车整车, 汽车零部件, "
954,300551.SZ,300551,古鳌科技,专用机械,16.74,15.97,4.82,16.61,"互联网金融, 无人银行, "
955,603117.SH,603117,万林物流,仓储物流,5.64,5.38,4.83,5.46,"快递物流, "
956,002321.SZ,002321,华英农业,农业综合,8.45,8.06,4.84,8.35,"养鸡, 土地流转, 股权转让, 国资入股, "
957,600917.SH,600917,重庆燃气,供气供热,8.39,8.0,4.88,7.93,"油气改革, 重庆国企改革, 天然气, 股权转让, "
958,000702.SZ,000702,正虹科技,饲料,7.73,7.37,4.88,8.74,"饲料, 业绩预增, 湖南国企改革, 农垦, "
959,300392.SZ,300392,腾信股份,互联网,9.59,9.14,4.92,9.34,"股权转让, 国资入股, 独角兽, "
960,300552.SZ,300552,万集科技,软件服务,28.2,26.87,4.95,25.61,"无人驾驶, 国产软件, 国资入股, 电子车牌, "
961,002729.SZ,002729,好利来,元器件,34.15,32.53,4.98,35.9,
962,600207.SH,600207,安彩高科,元器件,6.1,5.81,4.99,5.66,"天然气, 光伏, 玻璃, 3D玻璃, "
963,603045.SH,603045,福达合金,电气设备,33.81,32.2,5.0,38.12,
964,600738.SH,600738,兰州民百,百货,9.24,8.8,5.0,8.93,"回购, 业绩预增, "
965,002641.SZ,002641,永高股份,塑料,4.59,4.37,5.03,4.45,
966,002645.SZ,002645,华宏科技,专用机械,10.45,9.95,5.03,9.87,
967,600767.SH,600767,ST运盛,医疗保健,6.68,6.36,5.03,6.08,"互联网医疗, 医疗信息化, ST股, "
968,002674.SZ,002674,兴业科技,纺织,16.71,15.91,5.03,16.68,"业绩预增, 纺织服装, 恒大概念股, 壳公司, "
969,300441.SZ,300441,鲍斯股份,机床制造,9.36,8.91,5.05,9.26,"新零售, 工业自动化, 智能制造, 资产重组, "
970,600303.SH,600303,曙光股份,汽车整车,5.41,5.15,5.05,5.32,"新能源整车, 振兴东北, 汽车整车, 汽车零部件, 新能源汽车, 股权转让, "
971,600712.SH,600712,南宁百货,百货,5.62,5.35,5.05,5.56,"东盟博览会, 教育, 新零售, 宝能系, 广西, "
972,600217.SH,600217,中再资环,环境保护,6.87,6.54,5.05,6.79,"固废处理, 环保, 资产重组, "
973,002869.SZ,002869,金溢科技,通信设备,29.49,28.07,5.06,27.9,"粤港澳大湾区, 物联网, 智慧停车, 人工智能, 区块链, 智慧城市, 国产软件, 电子车牌, "
974,600737.SH,600737,中粮糖业,食品,10.8,10.28,5.06,10.1,"MSCI, 央企改革, 调味品, 食品, 新疆, 白糖, 新疆国企改革, "
975,600708.SH,600708,光明地产,全国地产,6.23,5.93,5.06,6.04,"万达系, 房地产, 冷链, 上海国企改革, 进口博览会, 自贸区, 自由贸易港, 上海自由贸易港, "
976,002454.SZ,002454,松芝股份,汽车配件,6.2,5.9,5.08,6.14,"社保重仓, 汽车零部件, "
977,600234.SH,600234,ST山水,文教休闲,9.68,9.21,5.1,8.95,"股权争夺, ST股, 壳公司, "
978,002758.SZ,002758,华通医药,医药商业,11.93,11.35,5.11,10.62,"医药商业, 医药, 中药, "
979,603128.SH,603128,华贸物流,仓储物流,10.44,9.93,5.14,10.18,"央企改革, 回购, 快递物流, 自贸区, 自由贸易港, 上海自由贸易港, "
980,002506.SZ,002506,协鑫集成,电气设备,7.32,6.96,5.17,7.31,"MSCI, 乡村振兴, 光伏, 储能, 半导体, "
981,002648.SZ,002648,卫星石化,化工原料,19.08,18.14,5.18,17.75,"二胎, 业绩预增, 石油化工, "
982,603606.SH,603606,东方电缆,电气设备,13.38,12.72,5.19,12.65,"业绩预增, 风电, "
983,300025.SZ,300025,华星创业,通信设备,6.65,6.32,5.22,7.26,"5G, 华为产业链, 物联网, 云计算, 股权转让, "
984,300387.SZ,300387,富邦股份,化工原料,9.27,8.81,5.22,9.23,"化肥, "
985,300351.SZ,300351,永贵电器,元器件,12.5,11.88,5.22,11.23,"一带一路, 特斯拉, 军工, 军民融合, 高铁轨交, "
986,603387.SH,603387,基蛋生物,生物制药,43.23,41.08,5.23,40.21,"医疗器械, 体外诊断, "
987,600182.SH,600182,S佳通,汽车配件,20.31,19.29,5.29,19.64,"轮胎, "
988,600478.SH,600478,科力远,元器件,6.76,6.42,5.3,7.67,"回购, 稀土磁材, 工业自动化, 燃料电池, 智能制造, 资产重组, "
989,600379.SH,600379,宝光股份,电气设备,9.73,9.24,5.3,9.25,"央企改革, 股权争夺, "
990,002631.SZ,002631,德尔未来,家居用品,9.89,9.39,5.32,9.87,"石墨烯, 家具家居, "
991,300266.SZ,300266,兴源环境,环境保护,6.13,5.82,5.33,5.54,"固废处理, 定增破发, 环保, 污水处理, 股权转让, 国资入股, 资产重组, "
992,002100.SZ,002100,天康生物,饲料,10.67,10.13,5.33,10.75,"转基因, 饲料, 养猪, 新疆, 新疆国企改革, 动物保健, "
993,001896.SZ,001896,豫能控股,火力发电,4.51,4.28,5.37,4.68,"火电, 电改, 破净股, 风电, 定增破发, "
994,002205.SZ,002205,国统股份,其他建材,20.62,19.57,5.37,21.22,"一带一路, 央企改革, 新疆, 地下管廊, 水利, 海绵城市, PPP, 新疆国企改革, 股权转让, 复牌股, "
995,600848.SH,600848,上海临港,园区开发,35.54,33.71,5.43,33.15,"电改, 特斯拉, 环杭州湾大湾区, 房地产, 小米概念股, 上海国企改革, 住房租赁, 自贸区, 智慧城市, 自由贸易港, 资产重组, 独角兽, 上海自由贸易港, 创投, "
996,002124.SZ,002124,天邦股份,饲料,20.87,19.78,5.51,20.97,"饲料, 养猪, 动物保健, 强势人气股, "
997,002249.SZ,002249,大洋电机,电气设备,6.5,6.16,5.52,6.15,"北汽新能源, 燃料电池, 新能源汽车, 共享经济, "
998,300427.SZ,300427,红相股份,电气设备,16.64,15.76,5.58,16.33,"电改, 业绩预增, 军工, 军民融合, 股权转让, "
999,002002.SZ,002002,鸿达兴业,化工原料,6.78,6.42,5.61,5.88,"PVC, 供应链金融, 稀土磁材, 土地流转, 燃料电池, "
1000,002808.SZ,002808,恒久科技,元器件,18.78,17.78,5.62,18.93,"燃料电池, 3D打印, 智能制造, "
1001,002477.SZ,002477,*ST雏鹰,农业综合,2.81,2.66,5.64,2.73,"养猪, 低价股, 电竞, 国资入股, "
1002,000920.SZ,000920,南方汇通,环境保护,8.93,8.45,5.68,8.85,"央企改革, 雄安-园林环保, 环保, 雄安新区, 京津冀, 污水处理, "
1003,300214.SZ,300214,日科化学,化工原料,7.39,6.99,5.72,6.95,"回购, 举牌股, 股权转让, "
1004,002742.SZ,002742,三圣股份,其他建材,9.37,8.86,5.76,8.9,"高质押率, 医药, 化学药, "
1005,002775.SZ,002775,文科园林,建筑施工,8.42,7.96,5.78,7.75,"回购, 园林, 雄安-园林环保, PPP, 雄安新区, "
1006,000695.SZ,000695,滨海能源,供气供热,12.62,11.93,5.78,12.04,"天津国企改革, 资产重组, "
1007,002626.SZ,002626,金达威,食品,15.71,14.85,5.79,16.2,"回购, 保健品, 食品, 医药, 化学药, 维生素, "
1008,600733.SH,600733,北汽蓝谷,汽车整车,10.9,10.3,5.83,10.01,"新能源整车, 北汽新能源, 业绩预增, 无人驾驶, 新能源汽车, ST摘帽, "
1009,002796.SZ,002796,世嘉科技,专用机械,38.31,36.2,5.83,36.94,"5G, 业绩预增, 高送转-填权, "
1010,600281.SH,600281,太化股份,化工原料,5.07,4.79,5.85,4.62,"山西国企改革, "
