,asc,ts_code,symbol,name,industry,COL_FITNESS
2783,449.0,600769.SH,600769,祥龙电业,建筑施工,29.15
3535,450.0,603885.SH,603885,吉祥航空,空运,29.15
1094,451.0,002634.SZ,002634,棒杰股份,服饰,29.11
2590,452.0,600558.SH,600558,大西洋,钢加工,29.11
3272,453.0,603260.SH,603260,合盛硅业,化工原料,28.98
2691,454.0,600673.SH,600673,东阳光科,铝,28.93
1748,455.0,300359.SZ,300359,全通教育,文教休闲,28.87
1299,456.0,002851.SZ,002851,麦格米特,电气设备,28.84
3226,457.0,603156.SH,603156,养元饮品,软饮料,28.82
921,458.0,002460.SZ,002460,赣锋锂业,小金属,28.79
1437,459.0,300046.SZ,300046,台基股份,半导体,28.77
3426,460.0,603658.SH,603658,安图生物,医疗保健,28.76
3344,461.0,603429.SH,603429,集友股份,广告包装,28.59
2671,462.0,600648.SH,600648,外高桥,园区开发,28.58
2404,463.0,600316.SH,600316,洪都航空,航空,28.48
1214,464.0,002759.SZ,002759,天际股份,家用电器,28.34
2275,465.0,600167.SH,600167,联美控股,供气供热,28.33
1308,466.0,002861.SZ,002861,瀛通通讯,通信设备,28.32
2353,467.0,600256.SH,600256,广汇能源,石油开采,28.27
203,468.0,000631.SZ,000631,顺发恒业,区域地产,28.26
1144,469.0,002684.SZ,002684,猛狮科技,电气设备,28.21
2291,470.0,600185.SH,600185,格力地产,区域地产,28.15
2838,471.0,600830.SH,600830,香溢融通,多元金融,28.12
3058,472.0,601607.SH,601607,上海医药,医药商业,28.09
751,473.0,002290.SZ,002290,中科新材,家用电器,28.08
851,474.0,002390.SZ,002390,信邦制药,中成药,28.05
2927,475.0,600975.SH,600975,新五丰,农业综合,28.05
1530,476.0,300140.SZ,300140,中环装备,电气设备,28.02
2152,477.0,600020.SH,600020,中原高速,路桥,28.01
2433,478.0,600352.SH,600352,浙江龙盛,染料涂料,27.94
2174,479.0,600054.SH,600054,黄山旅游,旅游景点,27.93
2812,480.0,600802.SH,600802,福建水泥,水泥,27.88
3033,481.0,601366.SH,601366,利群股份,百货,27.87
3187,482.0,603069.SH,603069,海汽集团,公路,27.86
459,483.0,001872.SZ,001872,招商港口,港口,27.65
1767,484.0,300380.SZ,300380,安硕信息,软件服务,27.64
2764,485.0,600748.SH,600748,上实发展,全国地产,27.63
630,486.0,002168.SZ,002168,惠程科技,电气设备,27.56
3249,487.0,603196.SH,603196,日播时尚,服饰,27.55
3491,488.0,603798.SH,603798,康普顿,石油加工,27.54
723,489.0,002262.SZ,002262,恩华药业,化学制药,27.5
3314,490.0,603345.SH,603345,安井食品,食品,27.46
431,491.0,000966.SZ,000966,长源电力,火力发电,27.46
66,492.0,000157.SZ,000157,中联重科,工程机械,27.43
2173,493.0,600053.SH,600053,九鼎投资,多元金融,27.41
3385,494.0,603583.SH,603583,捷昌驱动,电气设备,27.39
250,495.0,000701.SZ,000701,厦门信达,综合类,27.39
1113,496.0,002653.SZ,002653,海思科,化学制药,27.28
2890,497.0,600888.SH,600888,新疆众和,铝,27.27
1325,498.0,002879.SZ,002879,长缆科技,电气设备,27.23
1339,499.0,002893.SZ,002893,华通热力,供气供热,27.22
807,500.0,002346.SZ,002346,柘中股份,电气设备,27.15
190,501.0,000615.SZ,000615,京汉股份,全国地产,27.06
416,502.0,000948.SZ,000948,南天信息,软件服务,26.98
3493,503.0,603800.SH,603800,道森股份,专用机械,26.97
2819,504.0,600810.SH,600810,神马股份,化纤,26.97
376,505.0,000892.SZ,000892,欢瑞世纪,影视音像,26.87
314,506.0,000796.SZ,000796,凯撒旅游,旅游服务,26.86
185,507.0,000609.SZ,000609,中迪投资,区域地产,26.71
2877,508.0,600874.SH,600874,创业环保,环境保护,26.71
2848,509.0,600843.SH,600843,上工申贝,纺织机械,26.67
2912,510.0,600936.SH,600936,广西广电,影视音像,26.65
1727,511.0,300338.SZ,300338,开元股份,电器仪表,26.64
1404,512.0,300013.SZ,300013,新宁物流,仓储物流,26.61
2654,513.0,600628.SH,600628,新世界,百货,26.61
2376,514.0,600283.SH,600283,钱江水利,水务,26.55
473,515.0,002011.SZ,002011,盾安环境,工程机械,26.53
654,516.0,002192.SZ,002192,融捷股份,专用机械,26.48
595,517.0,002133.SZ,002133,广宇集团,全国地产,26.46
1867,518.0,300480.SZ,300480,光力科技,电器仪表,26.35
2200,519.0,600081.SH,600081,东风科技,汽车配件,26.3
657,520.0,002195.SZ,002195,二三四五,软件服务,26.22
1958,521.0,300575.SZ,300575,中旗股份,农药化肥,26.22
951,522.0,002490.SZ,002490,山东墨龙,化工机械,26.22
1527,523.0,300137.SZ,300137,先河环保,环境保护,26.21
2247,524.0,600132.SH,600132,重庆啤酒,啤酒,26.19
728,525.0,002267.SZ,002267,陕天然气,供气供热,26.14
2810,526.0,600800.SH,600800,天津磁卡,综合类,26.13
2312,527.0,600209.SH,600209,*ST罗顿,综合类,26.08
2923,528.0,600969.SH,600969,郴电国际,水力发电,26.08
3453,529.0,603703.SH,603703,盛洋科技,通信设备,26.07
1064,530.0,002604.SZ,002604,*ST龙力,食品,26.03
2821,531.0,600812.SH,600812,华北制药,化学制药,26.0
2124,532.0,300749.SZ,300749,顶固集创,家居用品,26.0
2931,533.0,600979.SH,600979,广安爱众,水力发电,25.99
2629,534.0,600600.SH,600600,青岛啤酒,啤酒,25.98
901,535.0,002440.SZ,002440,闰土股份,染料涂料,25.97
2031,536.0,300651.SZ,300651,金陵体育,文教休闲,25.96
859,537.0,002398.SZ,002398,建研集团,其他建材,25.94
118,538.0,000524.SZ,000524,岭南控股,酒店餐饮,25.94
2503,539.0,600448.SH,600448,华纺股份,纺织,25.92
1033,540.0,002573.SZ,002573,清新环境,环境保护,25.91
1238,541.0,002785.SZ,002785,万里石,其他建材,25.9
3145,542.0,603009.SH,603009,北特科技,汽车配件,25.88
2589,543.0,600557.SH,600557,康缘药业,中成药,25.87
569,544.0,002107.SZ,002107,沃华医药,中成药,25.84
1211,545.0,002756.SZ,002756,永兴特钢,特种钢,25.84
2411,546.0,600323.SH,600323,瀚蓝环境,水务,25.71
1137,547.0,002677.SZ,002677,浙江美大,家用电器,25.68
3523,548.0,603866.SH,603866,桃李面包,食品,25.65
1252,549.0,002800.SZ,002800,天顺股份,仓储物流,25.61
293,550.0,000761.SZ,000761,本钢板材,普钢,25.58
3438,551.0,603678.SH,603678,火炬电子,元器件,25.53
1403,552.0,300012.SZ,300012,华测检测,电器仪表,25.52
2168,553.0,600039.SH,600039,四川路桥,建筑施工,25.47
2982,554.0,601111.SH,601111,中国国航,空运,25.39
1018,555.0,002558.SZ,002558,巨人网络,互联网,25.37
655,556.0,002193.SZ,002193,如意集团,纺织,25.32
2482,557.0,600409.SH,600409,三友化工,化工原料,25.29
2269,558.0,600160.SH,600160,巨化股份,化工原料,25.29
3219,559.0,603128.SH,603128,华贸物流,仓储物流,25.24
1874,560.0,300487.SZ,300487,蓝晓科技,化工原料,25.24
2993,561.0,601155.SH,601155,新城控股,区域地产,25.24
2794,562.0,600781.SH,600781,辅仁药业,中成药,25.23
624,563.0,002162.SZ,002162,悦心健康,医疗保健,25.19
767,564.0,002306.SZ,002306,*ST云网,酒店餐饮,25.17
3221,565.0,603131.SH,603131,上海沪工,专用机械,25.08
3325,566.0,603366.SH,603366,日出东方,家用电器,25.07
2316,567.0,600213.SH,600213,亚星客车,汽车整车,25.06
2033,568.0,300653.SZ,300653,正海生物,医疗保健,24.99
2725,569.0,600708.SH,600708,光明地产,全国地产,24.91
2967,570.0,601028.SH,601028,玉龙股份,钢加工,24.86
179,571.0,000601.SZ,000601,韶能股份,水力发电,24.82
1281,572.0,002831.SZ,002831,裕同科技,广告包装,24.81
2813,573.0,600803.SH,600803,新奥股份,农药化肥,24.81
3431,574.0,603665.SH,603665,康隆达,纺织,24.72
972,575.0,002511.SZ,002511,中顺洁柔,造纸,24.71
792,576.0,002331.SZ,002331,皖通科技,软件服务,24.67
3257,577.0,603218.SH,603218,日月股份,工程机械,24.64
2230,578.0,600114.SH,600114,东睦股份,机械基件,24.64
13,579.0,000017.SZ,000017,深中华A,文教休闲,24.63
103,580.0,000504.SZ,000504,南华生物,环境保护,24.55
2157,581.0,600026.SH,600026,中远海能,水运,24.53
2952,582.0,601003.SH,601003,柳钢股份,普钢,24.52
2583,583.0,600549.SH,600549,厦门钨业,小金属,24.52
2851,584.0,600846.SH,600846,同济科技,综合类,24.43
561,585.0,002099.SZ,002099,海翔药业,化学制药,24.43
2696,586.0,600678.SH,600678,四川金顶,水泥,24.43
639,587.0,002177.SZ,002177,御银股份,电脑设备,24.34
502,588.0,002040.SZ,002040,南京港,港口,24.34
350,589.0,000850.SZ,000850,华茂股份,纺织,24.33
558,590.0,002096.SZ,002096,南岭民爆,化工原料,24.32
883,591.0,002422.SZ,002422,科伦药业,化学制药,24.31
1498,592.0,300108.SZ,300108,吉药控股,中成药,24.3
506,593.0,002044.SZ,002044,美年健康,医疗保健,24.24
373,594.0,000888.SZ,000888,峨眉山A,旅游景点,24.21
1022,595.0,002562.SZ,002562,兄弟科技,化学制药,24.19
635,596.0,002173.SZ,002173,创新医疗,医疗保健,24.18
2524,597.0,600480.SH,600480,凌云股份,汽车配件,24.16
2257,598.0,600146.SH,600146,商赢环球,服饰,24.14
1409,599.0,300018.SZ,300018,中元股份,电气设备,24.14
571,600.0,002109.SZ,002109,兴化股份,化工原料,24.13
92,601.0,000423.SZ,000423,东阿阿胶,中成药,24.13
1893,602.0,300506.SZ,300506,名家汇,建筑施工,24.12
2659,603.0,600635.SH,600635,大众公用,供气供热,24.09
2864,604.0,600861.SH,600861,北京城乡,百货,24.02
999,605.0,002539.SZ,002539,云图控股,农药化肥,24.01
886,606.0,002425.SZ,002425,凯撒文化,互联网,24.0
1319,607.0,002872.SZ,002872,天圣制药,化学制药,23.98
2632,608.0,600603.SH,600603,广汇物流,仓储物流,23.75
2454,609.0,600376.SH,600376,首开股份,区域地产,23.74
482,610.0,002020.SZ,002020,京新药业,化学制药,23.72
2577,611.0,600540.SH,600540,新赛股份,种植业,23.71
2,612.0,000004.SZ,000004,国农科技,生物制药,23.65
215,613.0,000656.SZ,000656,金科股份,区域地产,23.61
1332,614.0,002886.SZ,002886,沃特股份,塑料,23.57
1772,615.0,300385.SZ,300385,雪浪环境,环境保护,23.55
3006,616.0,601200.SH,601200,上海环境,环境保护,23.54
3123,617.0,601966.SH,601966,玲珑轮胎,汽车配件,23.53
2274,618.0,600166.SH,600166,福田汽车,汽车整车,23.48
3218,619.0,603127.SH,603127,昭衍新药,医疗保健,23.45
476,620.0,002014.SZ,002014,永新股份,塑料,23.43
2951,621.0,601002.SH,601002,晋亿实业,机械基件,23.43
216,622.0,000657.SZ,000657,中钨高新,小金属,23.42
1374,623.0,002932.SZ,002932,明德生物,医疗保健,23.34
3573,624.0,603966.SH,603966,法兰泰克,机械基件,23.33
818,625.0,002357.SZ,002357,富临运业,公路,23.31
2753,626.0,600737.SH,600737,中粮糖业,食品,23.29
2651,627.0,600623.SH,600623,华谊集团,汽车配件,23.28
3125,628.0,601969.SH,601969,海南矿业,普钢,23.26
1272,629.0,002822.SZ,002822,中装建设,装修装饰,23.26
3333,630.0,603385.SH,603385,惠达卫浴,家居用品,23.22
2955,631.0,601007.SH,601007,金陵饭店,酒店餐饮,23.14
262,632.0,000716.SZ,000716,黑芝麻,食品,23.1
3327,633.0,603368.SH,603368,柳药股份,医药商业,23.09
252,634.0,000703.SZ,000703,恒逸石化,化纤,23.08
504,635.0,002042.SZ,002042,华孚时尚,纺织,23.03
456,636.0,000998.SZ,000998,隆平高科,种植业,22.97
1761,637.0,300374.SZ,300374,恒通科技,其他建材,22.95
2322,638.0,600220.SH,600220,江苏阳光,纺织,22.93
3328,639.0,603369.SH,603369,今世缘,白酒,22.92
2840,640.0,600833.SH,600833,第一医药,医药商业,22.91
3051,641.0,601588.SH,601588,北辰实业,区域地产,22.84
1295,642.0,002847.SZ,002847,盐津铺子,食品,22.82
1038,643.0,002578.SZ,002578,闽发铝业,铝,22.74
1204,644.0,002748.SZ,002748,世龙实业,化工原料,22.74
169,645.0,000590.SZ,000590,启迪古汉,中成药,22.67
803,646.0,002342.SZ,002342,巨力索具,机械基件,22.66
520,647.0,002058.SZ,002058,威尔泰,电器仪表,22.65
1904,648.0,300517.SZ,300517,海波重科,建筑施工,22.64
788,649.0,002327.SZ,002327,富安娜,纺织,22.6
1726,650.0,300337.SZ,300337,银邦股份,铝,22.6
3354,651.0,603500.SH,603500,祥和实业,运输设备,22.6
139,652.0,000548.SZ,000548,湖南投资,路桥,22.6
2579,653.0,600545.SH,600545,卓郎智能,纺织机械,22.53
2331,654.0,600230.SH,600230,沧州大化,农药化肥,22.53
3321,655.0,603359.SH,603359,东珠生态,建筑施工,22.48
2017,656.0,300636.SZ,300636,同和药业,化学制药,22.42
239,657.0,000686.SZ,000686,东北证券,证券,22.31
15,658.0,000019.SZ,000019,深粮控股,其他商业,22.31
538,659.0,002076.SZ,002076,雪莱特,家用电器,22.28
3241,660.0,603181.SH,603181,皇马科技,化工原料,22.26
1066,661.0,002606.SZ,002606,大连电瓷,电气设备,22.23
3324,662.0,603365.SH,603365,水星家纺,纺织,22.22
730,663.0,002269.SZ,002269,美邦服饰,服饰,22.21
2588,664.0,600556.SH,600556,ST慧球,软件服务,22.2
1402,665.0,300011.SZ,300011,鼎汉技术,运输设备,22.15
3382,666.0,603578.SH,603578,三星新材,玻璃,22.12
287,667.0,000755.SZ,000755,山西路桥,公路,22.11
2444,668.0,600365.SH,600365,通葡股份,红黄药酒,22.1
3409,669.0,603617.SH,603617,君禾股份,专用机械,22.1
447,670.0,000985.SZ,000985,大庆华科,化工原料,22.06
3208,671.0,603108.SH,603108,润达医疗,医药商业,22.06
1859,672.0,300472.SZ,300472,新元科技,专用机械,22.05
961,673.0,002500.SZ,002500,山西证券,证券,22.02
1549,674.0,300159.SZ,300159,新研股份,农用机械,22.02
3559,675.0,603926.SH,603926,铁流股份,汽车配件,21.97
1351,676.0,002907.SZ,002907,华森制药,化学制药,21.96
1422,677.0,300031.SZ,300031,宝通科技,互联网,21.92
438,678.0,000973.SZ,000973,佛塑科技,塑料,21.84
2150,679.0,600018.SH,600018,上港集团,港口,21.8
3544,680.0,603898.SH,603898,好莱客,家居用品,21.79
556,681.0,002094.SZ,002094,青岛金王,日用化工,21.79
2740,682.0,600724.SH,600724,宁波富达,区域地产,21.75
2419,683.0,600332.SH,600332,白云山,中成药,21.74
243,684.0,000691.SZ,000691,亚太实业,区域地产,21.73
2224,685.0,600108.SH,600108,亚盛集团,农业综合,21.68
1002,686.0,002542.SZ,002542,中化岩土,建筑施工,21.67
209,687.0,000638.SZ,000638,万方发展,批发业,21.66
2752,688.0,600736.SH,600736,苏州高新,园区开发,21.65
1546,689.0,300156.SZ,300156,神雾环保,环境保护,21.64
158,690.0,000571.SZ,000571,新大洲A,综合类,21.62
332,691.0,000819.SZ,000819,岳阳兴长,石油加工,21.6
1089,692.0,002629.SZ,002629,仁智股份,石油开采,21.59
1833,693.0,300446.SZ,300446,乐凯新材,化工原料,21.59
3553,694.0,603916.SH,603916,苏博特,化工原料,21.55
2646,695.0,600618.SH,600618,氯碱化工,化工原料,21.49
499,696.0,002037.SZ,002037,久联发展,化工原料,21.48
809,697.0,002348.SZ,002348,高乐股份,文教休闲,21.44
3375,698.0,603558.SH,603558,健盛集团,纺织,21.42
453,699.0,000995.SZ,000995,*ST皇台,白酒,21.41
348,700.0,000839.SZ,000839,中信国安,综合类,21.41
3353,701.0,603499.SH,603499,翔港科技,广告包装,21.37
2103,702.0,300725.SZ,300725,药石科技,化工原料,21.31
2244,703.0,600129.SH,600129,太极集团,中成药,21.3
147,704.0,000558.SZ,000558,莱茵体育,文教休闲,21.28
2555,705.0,600516.SH,600516,方大炭素,矿物制品,21.26
109,706.0,000513.SZ,000513,丽珠集团,中成药,21.24
2139,707.0,600004.SH,600004,白云机场,机场,21.21
2160,708.0,600029.SH,600029,南方航空,空运,21.21
1068,709.0,002608.SZ,002608,江苏国信,火力发电,21.16
1063,710.0,002603.SZ,002603,以岭药业,中成药,21.15
1960,711.0,300577.SZ,300577,开润股份,纺织,21.13
2345,712.0,600246.SH,600246,万通地产,区域地产,21.13
3532,713.0,603881.SH,603881,数据港,电信运营,21.11
500,714.0,002038.SZ,002038,双鹭药业,生物制药,21.11
1999,715.0,300618.SZ,300618,寒锐钴业,小金属,21.08
588,716.0,002126.SZ,002126,银轮股份,汽车配件,21.07
375,717.0,000890.SZ,000890,法尔胜,钢加工,21.06
458,718.0,001696.SZ,001696,宗申动力,摩托车,21.0
1687,719.0,300298.SZ,300298,三诺生物,医疗保健,20.97
2665,720.0,600641.SH,600641,万业企业,区域地产,20.96
2684,721.0,600663.SH,600663,陆家嘴,园区开发,20.89
90,722.0,000421.SZ,000421,南京公用,供气供热,20.88
572,723.0,002110.SZ,002110,三钢闽光,普钢,20.88
254,724.0,000707.SZ,000707,*ST双环,化工原料,20.87
3196,725.0,603086.SH,603086,先达股份,农药化肥,20.84
2823,726.0,600815.SH,600815,厦工股份,工程机械,20.83
3578,727.0,603977.SH,603977,国泰集团,化工原料,20.81
11,728.0,000014.SZ,000014,沙河股份,全国地产,20.77
204,729.0,000632.SZ,000632,三木集团,综合类,20.76
125,730.0,000532.SZ,000532,华金资本,元器件,20.73
898,731.0,002437.SZ,002437,誉衡药业,化学制药,20.72
229,732.0,000673.SZ,000673,当代东方,影视音像,20.72
2299,733.0,600193.SH,600193,*ST创兴,装修装饰,20.72
992,734.0,002532.SZ,002532,新界泵业,农用机械,20.71
1021,735.0,002561.SZ,002561,徐家汇,百货,20.68
3485,736.0,603779.SH,603779,威龙股份,红黄药酒,20.65
361,737.0,000869.SZ,000869,张裕A,红黄药酒,20.64
899,738.0,002438.SZ,002438,江苏神通,机械基件,20.63
2211,739.0,600094.SH,600094,大名城,区域地产,20.62
2287,740.0,600180.SH,600180,瑞茂通,仓储物流,20.6
52,741.0,000069.SZ,000069,华侨城A,旅游景点,20.59
1554,742.0,300164.SZ,300164,通源石油,石油开采,20.58
515,743.0,002053.SZ,002053,云南能投,食品,20.56
2281,744.0,600173.SH,600173,卧龙地产,全国地产,20.54
2745,745.0,600729.SH,600729,重庆百货,百货,20.54
2427,746.0,600343.SH,600343,航天动力,航空,20.53
495,747.0,002033.SZ,002033,丽江旅游,旅游景点,20.51
2179,748.0,600059.SH,600059,古越龙山,红黄药酒,20.43
1143,749.0,002683.SZ,002683,宏大爆破,化工原料,20.43
2176,750.0,600056.SH,600056,中国医药,医药商业,20.41
214,751.0,000655.SZ,000655,*ST金岭,普钢,20.4
1347,752.0,002902.SZ,002902,铭普光磁,元器件,20.39
2845,753.0,600838.SH,600838,上海九百,百货,20.37
78,754.0,000407.SZ,000407,胜利股份,供气供热,20.37
2578,755.0,600543.SH,600543,莫高股份,红黄药酒,20.36
2744,756.0,600728.SH,600728,佳都科技,软件服务,20.32
406,757.0,000929.SZ,000929,兰州黄河,啤酒,20.31
3588,758.0,603991.SH,603991,至正股份,塑料,20.29
2600,759.0,600569.SH,600569,安阳钢铁,普钢,20.29
2375,760.0,600282.SH,600282,南钢股份,普钢,20.29
590,761.0,002128.SZ,002128,露天煤业,煤炭开采,20.28
1200,762.0,002743.SZ,002743,富煌钢构,钢加工,20.23
746,763.0,002285.SZ,002285,世联行,房产服务,20.16
1702,764.0,300313.SZ,300313,天山生物,农业综合,20.16
2241,765.0,600126.SH,600126,杭钢股份,普钢,20.11
1972,766.0,300589.SZ,300589,江龙船艇,船舶,20.11
2937,767.0,600985.SH,600985,淮北矿业,煤炭开采,20.11
625,768.0,002163.SZ,002163,中航三鑫,装修装饰,20.1
3512,769.0,603833.SH,603833,欧派家居,家居用品,20.06
3115,770.0,601928.SH,601928,凤凰传媒,出版业,20.03
3132,771.0,601992.SH,601992,金隅集团,水泥,20.03
2388,772.0,600298.SH,600298,安琪酵母,食品,19.98
1808,773.0,300421.SZ,300421,力星股份,机械基件,19.97
2776,774.0,600761.SH,600761,安徽合力,工程机械,19.97
2330,775.0,600229.SH,600229,城市传媒,出版业,19.94
2741,776.0,600725.SH,600725,ST云维,焦炭加工,19.93
1287,777.0,002838.SZ,002838,道恩股份,塑料,19.92
743,778.0,002282.SZ,002282,博深工具,轻工机械,19.91
2146,779.0,600012.SH,600012,皖通高速,路桥,19.88
1302,780.0,002855.SZ,002855,捷荣技术,塑料,19.85
2109,781.0,300732.SZ,300732,设研院,建筑施工,19.85
210,782.0,000639.SZ,000639,西王食品,食品,19.82
905,783.0,002444.SZ,002444,巨星科技,轻工机械,19.79
1097,784.0,002637.SZ,002637,赞宇科技,日用化工,19.79
