,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LASTPRICE,concept
1415,300022.SZ,300022,吉峰科技,农用机械,4.6,5.8,"乡村振兴, 农机, "
3560,603906.SH,603906,龙蟠科技,化工原料,4.59,12.57,"社保重仓, 石油化工, "
1101,002641.SZ,002641,永高股份,塑料,4.59,4.5,
1011,002551.SZ,002551,尚荣医疗,医疗保健,4.58,6.44,"国家队重仓, 民营医院, 定增破发, 医疗器械, 独角兽, "
385,000903.SZ,000903,云内动力,机械基件,4.57,3.37,"回购, 汽车零部件, 移动支付, 创投, "
703,002241.SZ,002241,歌尔股份,元器件,4.57,10.07,"白马股, MSCI, 回购, 小米概念股, 智能制造, 工业互联网, 3D感应, 智能音箱, VR&AR, 苹果产业链, 独角兽, 机器人, "
1921,300533.SZ,300533,冰川网络,软件服务,4.57,40.31,"游戏, "
1316,002869.SZ,002869,金溢科技,通信设备,4.56,29.83,"粤港澳大湾区, 物联网, 智慧停车, 人工智能, 区块链, 智慧城市, 国产软件, 电子车牌, "
3394,603580.SH,603580,艾艾精工,化工原料,4.54,19.78,
1713,300322.SZ,300322,硕贝德,通信设备,4.53,17.38,"5G, 华为产业链, 小米概念股, 无线充电, 移动支付, 指纹识别, 虹膜识别, "
2530,600478.SH,600478,科力远,元器件,4.53,6.95,"回购, 稀土磁材, 工业自动化, 燃料电池, 智能制造, 资产重组, "
198,000626.SZ,000626,远大控股,商贸代理,4.52,10.69,
2376,600275.SH,600275,ST昌鱼,农业综合,4.5,4.04,"股权争夺, ST股, 壳公司, "
266,000720.SZ,000720,*ST新能,火力发电,4.48,6.39,"火电, 电改, 央企改革, 回购, 供应链金融, ST股, "
124,000531.SZ,000531,穗恒运A,火力发电,4.48,8.62,"火电, 电改, 粤港澳大湾区, 燃料电池, 资产重组, 创投, "
3457,603690.SH,603690,至纯科技,专用机械,4.47,21.15,"光通信, 人工智能, 半导体, 资产重组, "
562,002100.SZ,002100,天康生物,饲料,4.46,11.34,"转基因, 饲料, 养猪, 新疆, 新疆国企改革, 动物保健, "
2078,300696.SZ,300696,爱乐达,航空,4.46,27.3,"军工, 军民融合, "
2005,300622.SZ,300622,博士眼镜,其他商业,4.46,22.77,"高送转-预期, 眼科, "
38,000048.SZ,000048,*ST康达,饲料,4.46,23.36,"饲料, 养猪, 房地产, 土地流转, ST股, "
145,000555.SZ,000555,神州信息,软件服务,4.43,12.95,"华为产业链, 物联网, 土地流转, 量子通信, 数字中国, 大数据, 云计算, 工业互联网, 智慧城市, 国产软件, 京东金融概念股, 独角兽, 年报季报, 科创板概念股, "
2244,600120.SH,600120,浙江东方,商贸代理,4.41,18.11,"浙江国企改革, 信托, 债转股-AMC, 量子通信, 期货概念, 独角兽, 科创板概念股, 创投, "
2011,300628.SZ,300628,亿联网络,通信设备,4.41,100.3,"MSCI, 云计算, "
458,001696.SZ,001696,宗申动力,摩托车,4.39,10.39,"东盟博览会, 国家队重仓, 通用航空, 军工, 军民融合, 无人机, 汽车零部件, 农机, 燃料电池, "
1777,300388.SZ,300388,国祯环保,环境保护,4.37,10.87,"PPP, 环保, 污水处理, "
1897,300508.SZ,300508,维宏股份,软件服务,4.33,33.1,"工业自动化, 智能制造, 工业互联网, "
3101,601858.SH,601858,中国科传,出版业,4.33,12.42,"中字头, 中科院系, 知识产权, "
1781,300392.SZ,300392,腾信股份,互联网,4.32,9.5,"股权转让, 国资入股, 独角兽, "
3238,603160.SH,603160,汇顶科技,元器件,4.29,133.5,"高价股, 华为产业链, 小米概念股, 人工智能, 指纹识别, 半导体, 3D感应, 国产芯片, 手势识别, 人脸识别, "
1839,300450.SZ,300450,先导智能,专用机械,4.28,35.07,"MSCI, 新进指数成份股, 特斯拉, 社保重仓, 宁德时代概念股, 工业自动化, 锂电池, 智能制造, 新能源汽车, "
2830,600815.SH,600815,厦工股份,工程机械,4.28,3.83,"军工研究所, 福建自贸区, 军工, 机械, 自贸区, ST摘帽, "
185,000609.SZ,000609,中迪投资,区域地产,4.24,6.59,"房地产, 互联网金融, 壳公司, "
3503,603799.SH,603799,华友钴业,小金属,4.24,38.21,"MSCI, 特斯拉, 有色金属, 有色-钴, 储能, 锂电池, 新能源汽车, 有色-铜, "
915,002454.SZ,002454,松芝股份,汽车配件,4.23,6.09,"社保重仓, 汽车零部件, "
3415,603611.SH,603611,诺力股份,运输设备,4.22,19.56,"智慧物流, 机械, 智能制造, "
2720,600695.SH,600695,绿庭投资,多元金融,4.21,7.59,"壳公司, "
3389,603568.SH,603568,伟明环保,环境保护,4.21,27.69,"固废处理, 环保, "
609,002147.SZ,002147,ST新光,区域地产,4.21,3.56,"破净股, 债转股-AMC, 高质押率, 房地产, 共享经济, 资产重组, ST股, "
360,000868.SZ,000868,*ST安凯,汽车整车,4.21,3.97,"新能源整车, 汽车整车, 安徽国企改革, 无人驾驶, 定增破发, PPP, 新能源汽车, "
1116,002656.SZ,002656,摩登大道,服饰,4.2,7.46,"纺织服装, 定增破发, 高质押率, 股权转让, VR&AR, 资产重组, "
2392,600292.SH,600292,远达环保,环境保护,4.2,7.09,"电改, 国家队重仓, 央企改革, 核电, 雄安-园林环保, 大气治理, 环保, 雄安新区, 期货概念, 碳交易, "
2797,600777.SH,600777,新潮能源,综合类,4.2,3.08,"MSCI, 油服, 油气改革, 可燃冰, 赛马, 业绩预增, 天然气, 低价股, "
2098,300718.SZ,300718,长盛轴承,机械基件,4.19,20.43,"特斯拉, "
445,000982.SZ,000982,*ST中绒,纺织,4.18,2.32,"纺织服装, 低价股, ST股, 宁夏, "
2878,600868.SH,600868,梅雁吉祥,水力发电,4.17,5.37,"有色-锑, 有色金属, 粤港澳大湾区, 恒大概念股, 举牌股, 股权争夺, "
890,002429.SZ,002429,兆驰股份,家用电器,4.17,3.17,"回购, 粤港澳大湾区, 家电, 小米概念股, 智能音箱, 黑色家电, 国产操作系统, 独角兽, LED, 科创板概念股, "
2254,600131.SH,600131,岷江水电,水力发电,4.16,19.9,"水电, 央企改革, 业绩预增, 云计算, 强势人气股, "
1263,002812.SZ,002812,恩捷股份,广告包装,4.16,56.23,"MSCI, 特斯拉, 业绩预增, 锂电池, 新能源汽车, 包装印刷, 资产重组, "
1816,300427.SZ,300427,红相股份,电气设备,4.13,18.6,"电改, 业绩预增, 军工, 军民融合, 股权转让, "
2231,600107.SH,600107,美尔雅,服饰,4.11,9.45,"金改, 纺织服装, 期货概念, 壳公司, "
2754,600731.SH,600731,湖南海利,农药化肥,4.1,6.98,"农药, 湖南国企改革, "
3184,603045.SH,603045,福达合金,电气设备,4.08,31.97,
1824,300435.SZ,300435,中泰股份,机械基件,4.08,20.92,"天然气, 煤化工, 燃料电池, 资产重组, "
1100,002640.SZ,002640,跨境通,服饰,4.06,12.59,"MSCI, 新零售, 业绩预增, 兜底式增持, 定增破发, 互联网金融, 跨境电商, 股权转让, "
1379,002938.SZ,002938,鹏鼎控股,元器件,4.02,30.6,"密集调研, PCB板, 苹果产业链, "
2251,600128.SH,600128,弘业股份,商贸代理,4.02,10.23,"期货概念, 强势人气股, 创投, "
2326,600216.SH,600216,浙江医药,化学制药,4.02,11.88,"回购, 医药, 创新药, 化学药, 维生素, "
365,000878.SZ,000878,云南铜业,铜,4.01,11.53,"央企改革, 有色金属, 有色-铜, 期货概念, "
53,000070.SZ,000070,特发信息,通信设备,4.01,18.48,"5G, 光通信, 军工, 军民融合, 深圳本地股/深汕合作, 创投, "
3018,601218.SH,601218,吉鑫科技,机械基件,4.01,3.53,"回购, 风电, 年报季报, "
1534,300142.SZ,300142,沃森生物,生物制药,3.99,27.14,"MSCI, 新进指数成份股, 医药, 创新药, 疫苗, 创业板人气股, "
2318,600207.SH,600207,安彩高科,元器件,3.98,6.39,"天然气, 光伏, 玻璃, 3D玻璃, "
2760,600737.SH,600737,中粮糖业,食品,3.97,10.79,"MSCI, 央企改革, 调味品, 食品, 新疆, 白糖, 新疆国企改革, "
533,002071.SZ,002071,长城影视,影视音像,3.97,5.43,"旅游, 影视, "
733,002272.SZ,002272,川润股份,机械基件,3.97,6.08,"业绩预增, 壳公司, "
629,002167.SZ,002167,东方锆业,小金属,3.96,8.37,"有色-锆, 一带一路, 央企改革, 核电, 航母, 有色金属, 黄金, "
2311,600198.SH,600198,*ST大唐,通信设备,3.96,16.53,"5G, 阿里巴巴概念股, 国家队重仓, 央企改革, 物联网, 无人驾驶, 移动支付, 半导体, 智慧城市, 电竞, 国产芯片, 资产重组, ST股, 人脸识别, "
2198,600071.SH,600071,凤凰光学,元器件,3.95,13.27,"央企改革, 军工研究所, 军工, 智能制造, 智慧安防, "
2758,600735.SH,600735,新华锦,商贸代理,3.94,9.0,"汽车销售, 中韩自贸区, 养老产业, 医疗器械, 自贸区, 石墨烯, 期货概念, "
1460,300068.SZ,300068,南都电源,电气设备,3.93,16.5,"储能, 锂电池, 燃料电池, 新能源汽车, 石墨烯, "
912,002451.SZ,002451,摩恩电气,电气设备,3.93,13.65,"供应链金融, 债转股-AMC, 新能源汽车, 充电桩, 创投, "
1315,002868.SZ,002868,绿康生化,农业综合,3.93,23.59,"动物保健, "
3011,601198.SH,601198,东兴证券,证券,3.92,14.49,"MSCI, 券商, 债转股-AMC, "
423,000957.SZ,000957,中通客车,汽车整车,3.92,9.72,"新能源整车, 汽车整车, 山东国企改革, 燃料电池, 新能源汽车, "
292,000760.SZ,000760,斯太尔,汽车配件,3.92,3.66,"军工, 军民融合, 汽车零部件, 工业自动化, 智能制造, 强势人气股, "
2593,600551.SH,600551,时代出版,出版业,3.9,10.74,"安徽国企改革, 二胎, 教育, 国家队重仓, 回购, 创投, "
2274,600157.SH,600157,永泰能源,煤炭开采,3.9,2.43,"火电, 煤炭, 二胎, 民营医院, 页岩气, 高质押率, 海南自由贸易港, 低价股, 自贸区, 自由贸易港, "
2923,600960.SH,600960,渤海汽车,汽车配件,3.9,5.3,"北汽新能源, 破净股, 汽车零部件, "
2607,600568.SH,600568,中珠医疗,区域地产,3.89,3.46,"破净股, 无人机, 房地产, 北斗导航, 基因测序, 医疗器械, 低价股, "
955,002494.SZ,002494,华斯股份,服饰,3.89,6.61,"回购, 纺织服装, 特色小镇, 雄安新区, 互联网金融, 雄安-周边, "
2732,600708.SH,600708,光明地产,全国地产,3.89,5.97,"万达系, 房地产, 冷链, 上海国企改革, 进口博览会, 自贸区, 自由贸易港, 上海自由贸易港, "
3422,603626.SH,603626,科森科技,专用机械,3.89,10.63,"苹果产业链, 迈瑞医疗概念股, "
3165,603023.SH,603023,威帝股份,汽车配件,3.88,6.36,"汽车零部件, 物联网, 无人驾驶, "
2917,600929.SH,600929,湖南盐业,食品,3.87,9.42,"调味品, 食品, "
2666,600634.SH,600634,*ST富控,互联网,3.87,3.32,"ST股, 游戏, "
1098,002638.SZ,002638,勤上股份,半导体,3.85,3.5,"教育, 破净股, LED, "
1526,300134.SZ,300134,大富科技,通信设备,3.84,17.18,"5G, OLED, 特斯拉, 华为产业链, 无人驾驶, 高质押率, 石墨烯, 股权转让, VR&AR, 国资入股, 虹膜识别, "
1511,300119.SZ,300119,瑞普生物,生物制药,3.83,19.17,"动物保健, "
173,000595.SZ,000595,宝塔实业,机械基件,3.83,4.43,"军工, 高铁轨交, ST摘帽, 宁夏, "
1620,300229.SZ,300229,拓尔思,软件服务,3.82,14.25,"网络安全, 互联网金融, 大数据, 云计算, 人工智能, 国产软件, 知识产权, 创投, "
3382,603555.SH,603555,贵人鸟,服饰,3.82,7.52,"新零售, 纺织服装, 高质押率, 足球, 体育产业, "
2015,300632.SZ,300632,光莆股份,半导体,3.81,21.24,"民营医院, 业绩预增, LED, 虹膜识别, "
2597,600557.SH,600557,康缘药业,中成药,3.8,14.29,"国家队重仓, 回购, 医药, 中药, 流感, 科创板概念股, "
2909,600901.SH,600901,江苏租赁,多元金融,3.8,7.3,"新进指数成份股, "
2991,601116.SH,601116,三江购物,超市连锁,3.8,13.8,"阿里巴巴概念股, 新零售, "
1688,300297.SZ,300297,蓝盾股份,软件服务,3.8,8.29,"教育, 工业自动化, 网络安全, 量子通信, 数字中国, 智能制造, 大数据, 云计算, 区块链, 国产软件, 智慧安防, "
2487,600405.SH,600405,动力源,电气设备,3.79,6.11,"宁德时代概念股, 新能源汽车, 充电桩, "
2994,601126.SH,601126,四方股份,电气设备,3.78,7.06,"特高压, 军工, 军民融合, 工业自动化, 智能制造, "
550,002088.SZ,002088,鲁阳节能,矿物制品,3.76,14.34,"社保重仓, 雄安-建材, 雄安新区, 耐火材料, "
577,002115.SZ,002115,三维通信,通信设备,3.76,14.83,"5G, 业绩预增, "
962,002501.SZ,002501,利源精制,铝,3.75,3.48,"有色-铝, 有色金属, 破净股, 举牌股, 苹果产业链, 高铁轨交, "
1645,300254.SZ,300254,仟源医药,化学制药,3.74,10.0,"二胎, 医药, 中药, 创新药, 化学药, 基因测序, "
3404,603598.SH,603598,引力传媒,影视音像,3.72,12.18,"国资入股, 独角兽, "
177,000599.SZ,000599,青岛双星,汽车配件,3.71,5.51,"中韩自贸区, 智慧物流, 轮胎, 山东国企改革, 智能制造, 自贸区, "
347,000838.SZ,000838,财信发展,区域地产,3.71,4.33,"固废处理, 高质押率, 房地产, 环保, 住房租赁, "
2401,600303.SH,600303,曙光股份,汽车整车,3.7,5.85,"新能源整车, 振兴东北, 汽车整车, 汽车零部件, 新能源汽车, 股权转让, "
2793,600773.SH,600773,西藏城投,区域地产,3.69,8.59,"定增破发, 房地产, 锂电池, 上海国企改革, 新能源汽车, 石墨烯, 西藏, "
272,000727.SZ,000727,华东科技,元器件,3.68,2.7,"国家队重仓, 央企改革, 军工研究所, 军工, 稀土磁材, 低价股, 强势人气股, "
759,002298.SZ,002298,中电兴发,软件服务,3.68,8.38,"回购, 军工, 军民融合, 无人机, 储能, PPP, 智能制造, 新能源汽车, 智慧城市, 股权转让, 共享经济, 智慧安防, 机器人, 充电桩, "
1008,002548.SZ,002548,金新农,饲料,3.67,15.8,"回购, 饲料, 养猪, 股权转让, 动物保健, "
1303,002856.SZ,002856,美芝股份,装修装饰,3.67,26.12,"兜底式增持, 高质押率, 国资入股, 装修装饰, "
3374,603519.SH,603519,立霸股份,家用电器,3.66,15.12,"白色家电, 家电, "
1464,300072.SZ,300072,三聚环保,环境保护,3.66,11.96,"MSCI, 石墨电极, 石油化工, 化肥, 大气治理, PPP, 环保, 油品升级, 区块链, 国资入股, "
797,002336.SZ,002336,*ST人乐,超市连锁,3.65,7.03,"跨境电商, 深圳本地股/深汕合作, "
995,002535.SZ,002535,林州重机,工程机械,3.65,4.58,"业绩预增, 供应链金融, 军工, 军民融合, 锂电池, 新能源汽车, 虹膜识别, "
604,002142.SZ,002142,宁波银行,银行,3.61,22.61,"银行, MSCI, "
108,000510.SZ,000510,金路集团,化工原料,3.6,6.07,"烧碱, PVC, 教育, 石墨烯, 年报季报, "
1954,300568.SZ,300568,星源材质,化工原料,3.6,31.79,"社保重仓, 业绩预增, 宁德时代概念股, 锂电池, 新能源汽车, "
2185,600057.SH,600057,厦门象屿,仓储物流,3.6,5.29,"社保重仓, 福建自贸区, 乡村振兴, 业绩预增, 智慧物流, 土地流转, 智能制造, 快递物流, 自贸区, "
395,000917.SZ,000917,电广传媒,影视音像,3.6,8.84,"5G, 教育, 华为产业链, 旅游, 彩票, 游戏, 手游, 广电, 影视, 创投, "
3219,603113.SH,603113,金能科技,化工原料,3.59,17.99,"煤炭, 甲醇, 业绩预增, 石油化工, 炭黑, 燃料电池, "
1632,300241.SZ,300241,瑞丰光电,半导体,3.59,8.02,"汽车零部件, 举牌股, LED, 虹膜识别, "
2828,600812.SH,600812,华北制药,化学制药,3.58,5.19,"业绩预增, 雄安-金融, 医药, 化学药, 疫苗, 雄安新区, 维生素, 流感, "
2061,300679.SZ,300679,电连技术,元器件,3.57,45.51,"5G, 华为产业链, 小米概念股, "
2974,601028.SH,601028,玉龙股份,钢加工,3.57,6.33,"油气改革, 天然气, 锂电池, 新能源汽车, 石墨烯, "
601,002139.SZ,002139,拓邦股份,元器件,3.56,6.92,"阿里巴巴概念股, 回购, 物联网, 锂电池, 智能制造, 新能源汽车, 区块链, 智慧安防, 机器人, "
2417,600321.SH,600321,ST正源,其他建材,3.56,2.58,"工业自动化, 智能制造, 低价股, ST股, "
1793,300404.SZ,300404,博济医药,医疗保健,3.56,19.81,"医药, 创新药, "
932,002471.SZ,002471,中超控股,电气设备,3.55,4.23,"新能源汽车, 石墨烯, 充电桩, 科创板概念股, "
720,002259.SZ,002259,ST升达,供气供热,3.54,2.82,"天然气, 低价股, 股权转让, 股权争夺, ST股, 壳公司, "
3451,603681.SH,603681,永冠新材,化工原料,3.53,38.21,"次新股, "
887,002426.SZ,002426,胜利精密,元器件,3.52,3.47,"OLED, 工业自动化, 锂电池, 智能制造, 新能源汽车, 3D玻璃, 股权转让, 苹果产业链, 机器视觉, 国资入股, "
2562,600515.SH,600515,海航基础,全国地产,3.52,6.49,"破净股, 雄安-金融, 高质押率, 房地产, 海南自由贸易港, 雄安新区, 自贸区, 天津国企改革, 自由贸易港, 资产重组, 海南, "
1009,002549.SZ,002549,凯美特气,环境保护,3.52,8.01,"业绩预增, 碳交易, "
350,000850.SZ,000850,华茂股份,纺织,3.52,5.05,"棉花, 纺织服装, "
339,000828.SZ,000828,东莞控股,路桥,3.51,10.02,"高股息, 高速公路, 信托, 新能源汽车, 充电桩, "
2887,600877.SH,600877,*ST嘉陵,摩托车,3.5,7.05,"混改, 军工混改, 央企改革, 军工研究所, 军工, 资产重组, ST股, "
2316,600203.SH,600203,福日电子,元器件,3.49,7.85,"华为产业链, LED, 工业大麻, "
391,000911.SZ,000911,*ST南糖,食品,3.49,8.78,"食品, 白糖, 广西, 股权转让, 复牌股, ST股, "
1810,300421.SZ,300421,力星股份,机械基件,3.49,21.77,"回购, 高送转, "
3296,603305.SH,603305,旭升股份,汽车配件,3.49,29.8,"特斯拉, 蔚来汽车概念股, 社保重仓, "
1947,300560.SZ,300560,中富通,通信设备,3.48,21.82,"5G, 华为产业链, 军工, 军民融合, 数字中国, "
1734,300343.SZ,300343,联创互联,互联网,3.46,7.93,"高送转, VR&AR, 资产重组, "
3356,603456.SH,603456,九洲药业,化学制药,3.45,9.4,"医药, 创新药, 化学药, "
2414,600318.SH,600318,新力金融,多元金融,3.45,9.38,"安徽国企改革, 回购, 互联网金融, 国产软件, "
2873,600863.SH,600863,内蒙华电,火力发电,3.44,3.37,"火电, MSCI, 内蒙古, 电改, 央企改革, 业绩预增, 风电, 低价股, "
790,002329.SZ,002329,皇氏集团,乳制品,3.44,4.77,"二胎, 教育, 食品, 乳业（奶粉）, 万达系, 广西, 影视, 知识产权, 动漫, "
1877,300488.SZ,300488,恒锋工具,机械基件,3.43,26.61,
1619,300228.SZ,300228,富瑞特装,化工机械,3.43,8.93,"海工装备, 新能源整车, 油气改革, 可燃冰, 页岩气, 天然气, 燃料电池, 新能源汽车, "
2076,300694.SZ,300694,蠡湖股份,汽车配件,3.43,25.34,"汽车零部件, 燃料电池, "
1214,002759.SZ,002759,天际股份,家用电器,3.42,11.05,"业绩预增, 小家电, 高质押率, 家电, 锂电池, 新能源汽车, "
24,000030.SZ,000030,富奥股份,汽车配件,3.41,5.5,"回购, 汽车零部件, "
